RefSeq project ID,Project ID,NCBI Taxon ID,Organism Name,Super Kingdom,Group,Sequence Status,Genome Size,GC Content,Gram Stain,Shape,Arrangment,Endospores,Motility,Salinity,Oxygen Req,Habitat,Temp. range,Optimal temp.,Pathogenic in,Disease,Genbank accessions,Refseq accessions,KEGG ID,Has 1PFK,Has PPi PFK,Has ADP PFK,Has Any 1PFK,Has Rubisco,Has ZWF,Has 6PGL,Has Gluconate Dehydratase,Has EDD,Has Any Gluconate Dehydratase,Has EDA,Has Gluconokinase,Has Phosphoketolase
58595,16421,376619,Francisella tularensis subsp. holarctica LVS,Bacteria,Gammaproteobacteria,complete,1.9,32.2,0,Rod,Singles,,No,,Aerobic,Host-associated,Mesophilic,0,"Human, Animal",Tularemia,AM233362,0,ftl,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58687,17265,393011,Francisella tularensis subsp. holarctica OSU18,Bacteria,Gammaproteobacteria,complete,1.9,32.2,0,Rod,Singles,,No,,Aerobic,Multiple,Mesophilic,0,"Human, Animal",Tularemia,CP000437,0,fth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58939,19571,441952,Francisella tularensis subsp. mediasiatica FSC147,Bacteria,Gammaproteobacteria,complete,1.9,32.3,0,Rod,Singles,,No,,Aerobic,Host-associated,Mesophilic,0,"Human, Animal",Tularemia,CP000915,0,ftm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58693,17375,393115,Francisella tularensis subsp. tularensis FSC198,Bacteria,Gammaproteobacteria,complete,1.9,32.3,0,Rod,Singles,,No,,Aerobic,Aquatic,Mesophilic,0,"Human, Animal",Tularemia,AM286280,0,ftf,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57589,9,177416,Francisella tularensis subsp. tularensis SCHU S4,Bacteria,Gammaproteobacteria,complete,1.9,32.3,0,Rod,Singles,,No,,Aerobic,Aquatic,,0,"Human, Animal",Tularemia,AJ749949,0,ftu,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58811,18459,418136,Francisella tularensis subsp. tularensis WY96-3418,Bacteria,Gammaproteobacteria,complete,1.9,32.3,0,Rod,Singles,,No,Non-halophilic,Aerobic,Host-associated,Mesophilic,0,Mammal,Tularemia,CP000608,0,ftw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
67391,52629,717773,Thioalkalimicrobium cyclicum ALM1,Bacteria,Gammaproteobacteria,complete,1.9,,,,,,,,,,,0,,,CP002776,0,tcy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58183,13018,317025,Thiomicrospira crunogena XCL-2,Bacteria,Gammaproteobacteria,complete,2.42773,43.1,0,Spiral,Singles,No,Yes,,Microaerophilic,Aquatic,Mesophilic,28-32,No,,CP000109,0,tcx,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59251,30703,316275,Aliivibrio salmonicida LFI1238,Bacteria,Gammaproteobacteria,complete,4.64987,39,0,Rod,,No,Yes,,Facultative,Aquatic,Psychrophilic,0,Fis,Hitra disease,"FM178379,FM178380,FM178382,FM178383,FM178384,FM178381",0,vsa,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
58163,12986,312309,Vibrio fischeri ES114,Bacteria,Gammaproteobacteria,complete,4.27633,38.3,0,Curved rod,Singles,No,Yes,Non-halophilic,Facultative,Multiple,Mesophilic,20-28,No,None,"CP000020,CP000021,CP000022",0,vfi,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
58907,19393,388396,Vibrio fischeri MJ11,Bacteria,Gammaproteobacteria,complete,4.48,38.2,0,Curved rod,Singles,No,Yes,Non-halophilic,Facultative,Multiple,Mesophilic,20-28,No,None,"CP001133,CP001139,CP001134",0,vfm,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
68057,51883,882102,Vibrio anguillarum 775,Bacteria,Gammaproteobacteria,complete,4.09,,,,,,,,,,,0,,,"CP002284,CP002285",0,van,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
62923,13128,298386,Photobacterium profundum SS9,Bacteria,Gammaproteobacteria,complete,6.41794,41.7,0,Rod,Singles,,Yes,Non-halophilic,Facultative,Multiple,Psychrophilic,15,No,,"CR354531,CR354532,CR377818",0,ppr,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
59355,32851,579112,Vibrio cholerae M66-2,Bacteria,Gammaproteobacteria,complete,3.94638,47.6,0,Rod,,No,Yes,,Facultative,Multiple,Mesophilic,0,Human,Cholera,"CP001233,CP001234",0,vcm,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
59387,33555,593588,Vibrio cholerae MJ-1236,Bacteria,Gammaproteobacteria,complete,4.24958,47.3,0,Rod,,No,Yes,,Facultative,Aquatic,Mesophilic,0,Human,Cholera,"CP001485,CP001486",0,vcj,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
57623,36,243277,Vibrio cholerae O1 biovar El Tor str. N16961,Bacteria,Gammaproteobacteria,complete,4.03346,47.5,0,Curved,Singles,,Yes,,Facultative,Aquatic,Mesophilic,20-30,"Human, Primate",Cholera,"AE003852,AE003853",0,vch,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
58425,15667,345073,Vibrio cholerae O395,Bacteria,Gammaproteobacteria,complete,4.12407,47.5,0,Curved,Singles,,Yes,,Facultative,Aquatic,Mesophilic,20-30,"Human, Primate",Cholera,"CP000626,CP000627",0,vco,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
58957,19857,338187,Vibrio harveyi ATCC BAA-1116,Bacteria,Gammaproteobacteria,complete,6.05435,45.4,0,Rod,Singles,,Yes,Moderate halophilic,Facultative,Aquatic,Mesophilic,20-30,Vertebrate and invertebrate aquatic organisms,Vibriosis,"CP000789,CP000790,CP000791",0,vha,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
57969,360,223926,Vibrio parahaemolyticus RIMD 2210633,Bacteria,Gammaproteobacteria,complete,5.16577,45.4,0,Rod,Singles,,Yes,,Facultative,Aquatic,Mesophilic,20-30,Human,Gastroenteritis,"BA000031,BA000032",0,vpa,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
41601,40507,150340,Vibrio sp. Ex25,Bacteria,Gammaproteobacteria,complete,5.1,44.9,0,Rod,,,Yes,,,Aquatic,,0,,,"CP001805,CP001806",0,vex,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
59353,32815,575788,Vibrio splendidus LGP32,Bacteria,Gammaproteobacteria,complete,4.97551,43.9,0,Rod,,No,Yes,,Facultative,Aquatic,Mesophilic,0,"Fish, Shellfish",Vibriosis,"FM954972,FM954973",0,vsp,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
62909,349,216895,Vibrio vulnificus CMCP6,Bacteria,Gammaproteobacteria,complete,5.14485,46.7,0,Rod,Singles,,Yes,,Facultative,Aquatic,Mesophilic,20-30,Human,"Gastroenteritis, wound infections, primary septicemia","AE016795,AE016796",0,vvu,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
62243,59881,914127,Vibrio vulnificus MO6-24/O,Bacteria,Gammaproteobacteria,complete,5,,,,,,,,,,,0,,,"CP002469,CP002470",0,vvm,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
58007,1430,196600,Vibrio vulnificus YJ016,Bacteria,Gammaproteobacteria,complete,5.26009,46.7,0,Rod,Singles,,Yes,,Facultative,Aquatic,Mesophilic,20-30,Human,"Gastroenteritis, wound infections, primary septicemia","BA000037,BA000038,AP005352",0,vvy,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
62105,48619,743721,Pseudoxanthomonas suwonensis 11-1,Bacteria,Gammaproteobacteria,complete,3.4,,,,,,,,,,,0,,,CP002446,0,psu,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
61647,30351,522373,Stenotrophomonas maltophilia K279a,Bacteria,Gammaproteobacteria,complete,4.85113,66.3,0,Rod,,,,,Aerobic,Multiple,Mesophilic,0,Human,"Blood, respiratory, and urinary infections",AM743169,0,sml,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
58657,17107,391008,Stenotrophomonas maltophilia R551-3,Bacteria,Gammaproteobacteria,complete,4.57397,66.3,0,Rod,,,,Non-halophilic,Aerobic,Multiple,Mesophilic,0,,,CP001111,0,smt,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
57889,297,190486,Xanthomonas axonopodis pv. citri str. 306,Bacteria,Gammaproteobacteria,complete,5.27455,64.7,0,Rod,Singles,,Yes,,Aerobic,Host-associated,Mesophilic,25-30,Plant,Citrus canker,"AE008923,AE008924,AE008925",0,xac,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
57595,15,314565,Xanthomonas campestris pv. campestris str. 8004,Bacteria,Gammaproteobacteria,complete,5.14871,65,0,Rod,Singles,,Yes,,Aerobic,Host-associated,Mesophilic,25-30,Plant,Black rot and citrus canker,CP000050,0,xcb,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
57887,296,190485,Xanthomonas campestris pv. campestris str. ATCC 33913,Bacteria,Gammaproteobacteria,complete,5.07619,65.1,0,Rod,Singles,,Yes,,Aerobic,Host-associated,Mesophilic,25-30,Plant,Black rot,AE008922,0,xcc,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
61643,29801,509169,Xanthomonas campestris pv. campestris str. B100,Bacteria,Gammaproteobacteria,complete,5.079,65,,,,,,,,,,0,,,AM920689,0,xca,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
58321,13649,316273,Xanthomonas campestris pv. vesicatoria str. 85-10,Bacteria,Gammaproteobacteria,complete,5.41737,64.6,0,Rod,Singles,,Yes,,Aerobic,Host-associated,Mesophilic,25-30,Plant,Bacterial spot,"AM039952,AM039948,AM039949,AM039950,AM039951",0,xcv,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
58155,12931,291331,Xanthomonas oryzae pv. oryzae KACC10331,Bacteria,Gammaproteobacteria,complete,4.94144,63.7,0,Rod,,,,,Aerobic,Host-associated,Mesophilic,0,Rice,Rice bacterial blight disease,AE013598,0,xoo,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
58547,16297,342109,Xanthomonas oryzae pv. oryzae MAFF 311018,Bacteria,Gammaproteobacteria,complete,4.94022,63.7,0,Rod,,,Yes,,Aerobic,Host-associated,Mesophilic,0,Rice,Rice bacterial blight disease,AP008229,0,xom,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
59131,28127,360094,Xanthomonas oryzae pv. oryzae PXO99A,Bacteria,Gammaproteobacteria,complete,5.24008,63.6,0,Rod,,,Yes,,Aerobic,Host-associated,Mesophilic,0,Rice,Rice bacterial blight disease,CP000967,0,xop,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
57849,271,160492,Xylella fastidiosa 9a5c,Bacteria,Gammaproteobacteria,complete,2.73175,52.6,0,Rod,Singles,,,,Aerobic,Host-associated,Mesophilic,26-28,Plant,Citrus variegated chlorosis,"AE003849,AE003850,AE003851",0,xfa,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
58763,17823,405440,Xylella fastidiosa M12,Bacteria,Gammaproteobacteria,complete,2.47513,51.9,0,Rod,Singles,,,Non-halophilic,Aerobic,Host-associated,Mesophilic,0,Citrus,Citrus variegated chlorosis,CP000941,0,xfm,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
58809,18457,405441,Xylella fastidiosa M23,Bacteria,Gammaproteobacteria,complete,2.57369,51.7,0,Rod,Singles,,,,Aerobic,Host-associated,Mesophilic,0,,,"CP001011,CP001012",0,xfn,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
57869,285,183190,Xylella fastidiosa Temecula1,Bacteria,Gammaproteobacteria,complete,2.5211,51.8,,Rod,Singles,,,,Aerobic,Host-associated,Mesophilic,26-28,Plant,Black rot and citrus canker,"AE009442,AE009443",0,xft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
58645,16841,413404,Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),Bacteria,Gammaproteobacteria,complete,1.16078,34,,,,,,,,,,0,No,,CP000488,0,rma,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59427,18267,412965,Candidatus Vesicomyosocius okutanii HA,Bacteria,Gammaproteobacteria,complete,1.02215,31.6,,,,,,Non-halophilic,Anaerobic,Host-associated,Mesophilic,0,No,None,AP009247,0,vok,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57833,262,156889,Magnetococcus sp. MC-1,Bacteria,Other Bacteria,complete,4.7,54.2,0,Coccus,,,Yes,,Facultative,Aquatic,,0,No,,CP000471,0,mgm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59291,31263,565034,Brachyspira hyodysenteriae WA1,Bacteria,Spirochaetes,complete,3.036,27,0,Spiral,Singles,No,Yes,,Facultative,Host-associated,Mesophilic,0,Yes,Swine dysentery,"CP001357,CP001360",0,bhy,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
48819,29543,526224,Brachyspira murdochii DSM 12563,Bacteria,Spirochaetes,complete,3.2,27.8,0,Spiral,,No,Yes,,Facultative,Host-associated,Mesophilic,0,No,,CP001959,0,brm,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
50609,48097,759914,Brachyspira pilosicoli 95/1000,Bacteria,Spirochaetes,complete,2.6,,,,,,,,Anaerobic,Host-associated,Mesophilic,0,Swine,intestinal spirochetosis,CP002025,0,bpo,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
58511,16153,355278,Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)',Bacteria,Spirochaetes,complete,3.954,38.9,0,Spiral,Singles,No,Yes,Non-halophilic,Aerobic,Multiple,Mesophilic,0,,,"CP000777,CP000778,CP000779",0,lbf,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58993,20133,456481,Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)',Bacteria,Spirochaetes,complete,3.954,38.9,0,Spiral,Singles,No,Yes,Non-halophilic,Aerobic,Multiple,Mesophilic,0,,,"CP000786,CP000787,CP000788",0,lbi,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58509,16148,355277,Leptospira borgpetersenii serovar Hardjo-bovis JB197,Bacteria,Spirochaetes,complete,3.87647,40.2,0,Spiral,Singles,No,Yes,Non-halophilic,Aerobic,Host-associated,Mesophilic,0,"Cattle, Human",Leptospirosis,"CP000350,CP000351",0,lbj,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58507,16146,355276,Leptospira borgpetersenii serovar Hardjo-bovis L550,Bacteria,Spirochaetes,complete,3.92,40.2,0,Spiral,,No,Yes,Non-halophilic,Aerobic,Host-associated,Mesophilic,0,"Cattle, Human",Leptospirosis,"CP000348,CP000349",0,lbl,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58065,10687,267671,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130,Bacteria,Spirochaetes,complete,4.62718,35,,Spiral,Singles,No,Yes,,Aerobic,Host-associated,Mesophilic,28-30,Animal,Leptospirosis,"AE016823,AE016824",0,lic,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57881,293,189518,Leptospira interrogans serovar Lai str. 56601,Bacteria,Spirochaetes,complete,4.69224,35,,Spiral,Singles,No,Yes,,Aerobic,Host-associated,Mesophilic,28-30,Animal,Leptospirosis,"AE010300,AE010301",0,lil,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58653,17057,390236,Borrelia afzelii PKo,Bacteria,Spirochaetes,complete,1.23783,27.7,0,Spiral,Singles,No,Yes,Non-halophilic,Aerobic,Host-associated,Mesophilic,0,Human,Acrodermatitis chronica atrophicans,"CP000395,CP000396,CP000397,CP000398,CP000399,CP000400,CP000401,CP000402,CP000403,CP000404,CP000405,CP000406",0,baf,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57581,3,224326,Borrelia burgdorferi B31,Bacteria,Spirochaetes,complete,1.51913,28.2,,Spiral,,No,Yes,,Microaerophilic,Host-associated,Mesophilic,0,Human,Lyme disease,"AE000783,AE000791,AE000792,AE001575,AE001576,AE001577,AE001578,AE001579,AE001580,AE001581,AE001583,AE001582,AE001584,AE000793,AE000785,AE000794,AE000786,AE000784,AE000789,AE000788,AE000787,AE000790",0,bbu,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59429,19839,445985,Borrelia burgdorferi ZS7,Bacteria,Spirochaetes,complete,1.348,28.3,,Spiral,,No,Yes,,Microaerophilic,Host-associated,Mesophilic,0,Human,Lyme disease,"CP001205,CP001199,CP001200,CP001201,CP001202,CP001203,CP001204,CP001206,CP001207,CP001208,CP001209,CP001210,CP001211,CP001212,CP001198",0,bbz,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58125,12554,290434,Borrelia garinii PBi,Bacteria,Spirochaetes,complete,0.982668,28.1,,Spiral,,No,Yes,,,Host-associated,Mesophilic,0,Human,Lyme disease,"CP000013,CP000014,CP000015",0,bga,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58791,18231,412419,Borrelia duttonii Ly,Bacteria,Spirochaetes,complete,1.567,28,,Spiral,Singles,No,Yes,,Aerobic,Host-associated,Psychrophilic,0,Human,Tick-borne relapsing fever,"CP000976,CP000978,CP000979,CP000980,CP000981,CP000982,CP000983,CP000984,CP000985,CP000986,CP000987,CP000988,CP000989,CP000990,CP000991,CP000992,CP000977",0,bdu,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59225,29637,314723,Borrelia hermsii DAH,Bacteria,Spirochaetes,complete,1.0595,29.8,,Spiral,Singles,No,Yes,,Aerobic,Host-associated,Mesophilic,0,Human,Tick-borne relapsing fever,"CP000281,CP000048,CP000280,CP000279,CP000278,CP000277,CP000276,CP000275,CP000274,CP000273",0,bhr,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58793,18233,412418,Borrelia recurrentis A1,Bacteria,Spirochaetes,complete,1.2371,27.5,0,Spiral,Singles,No,Yes,,Aerobic,Host-associated,Mesophilic,0,Human,Louse-borne relapsing fever,"CP000993,CP000995,CP000996,CP000997,CP000998,CP000999,CP001000,CP000994",0,bre,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58311,13597,314724,Borrelia turicatae 91E135,Bacteria,Spirochaetes,complete,0.92,29.1,,Spiral,Singles,No,Yes,,Aerobic,Host-associated,Mesophilic,0,Human,Tick-borne relapsing fever,CP000049,0,btu,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
68753,46527,744872,Spirochaeta caldaria DSM 7334,Bacteria,Spirochaetes,complete,3.2,,,Helical,,,Yes,,Anaerobic,,Thermophilic,0,,,CP002868,0,scd,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
66331,48121,760011,Spirochaeta coccoides DSM 17374,Bacteria,Spirochaetes,complete,2.2,,,Coccoid,,,No,,Anaerobic,Specialized,Mesophilic,30,,,CP002659,0,scc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
51369,32637,573413,Spirochaeta smaragdinae DSM 11293,Bacteria,Spirochaetes,complete,4.7,50,,Spiral,,No,Yes,Mesophilic,Anaerobic,Specialized,Mesophilic,0,No,,CP002116,0,ssm,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
63633,47953,158189,Spirochaeta sp. Buddy,Bacteria,Spirochaetes,complete,3.3,,,,,,Yes,,Anaerobic,Aquatic,Hyperthermophilic,0,,,CP002541,0,sbu,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
53037,39877,665571,Spirochaeta thermophila DSM 6192,Bacteria,Spirochaetes,complete,2.5,,0,Helical,,,,,Anaerobic,,Thermophilic,0,,,CP001698,0,sta,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
67365,30191,545695,Treponema azotonutricium ZAS-9,Bacteria,Spirochaetes,complete,3.9,50,,Spiral,,No,Yes,,Anaerobic,Host-associated,Mesophilic,0,,,CP001841,0,taz,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
66607,53887,906968,Treponema brennaborense DSM 12168,Bacteria,Spirochaetes,complete,3.1,,,,,,,,,,,0,,,CP002696,0,tbe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
57583,4,243275,Treponema denticola ATCC 35405,Bacteria,Spirochaetes,complete,2.8432,37.9,,Spiral,Singles,No,Yes,,Anaerobic,Host-associated,Mesophilic,30-42,Human,"Periodontal disease, gum inflamation",AE017226,0,tde,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58977,20067,455434,Treponema pallidum subsp. pallidum SS14,Bacteria,Spirochaetes,complete,1.13946,52.8,,Spiral,Singles,No,Yes,,Anaerobic,Host-associated,Mesophilic,0,Human,Syphilis,CP000805,0,tpp,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
57585,5,243276,Treponema pallidum subsp. pallidum str. Nichols,Bacteria,Spirochaetes,complete,1.13801,52.8,,Spiral,Singles,No,Yes,,Anaerobic,Host-associated,Mesophilic,0,Human,Syphilis,AE000520,0,tpa,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
68447,30657,545776,Treponema paraluiscuniculi Cuniculi A,Bacteria,Spirochaetes,complete,1.1,,0,Spiral,Singles,No,Yes,,Anaerobic,Host-associated,Mesophilic,0,Rabbit,Rabbit syphilis,CP002103,0,tpl,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
67367,30189,545694,Treponema primitia ZAS-2,Bacteria,Spirochaetes,complete,4.1,50.9,,Spiral,,No,Yes,,Anaerobic,Host-associated,Mesophilic,0,,,CP001843,0,tpi,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
65781,50825,869209,Treponema succinifaciens DSM 2489,Bacteria,Spirochaetes,complete,2.87,,,Helical,,,Yes,,Anaerobic,,Mesophilic,0,,,"CP002631,CP002632",0,tsu,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
47083,32587,572547,Aminobacterium colombiense DSM 12261,Bacteria,Other Bacteria,complete,2,45.3,0,Rod,"Singles, Pairs",No,,,Anaerobic,Aquatic,Mesophilic,37,No,,CP001997,0,aco,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
41925,29531,525903,Thermanaerovibrio acidaminovorans DSM 6589,Bacteria,Other Bacteria,complete,1.8,63.8,0,Curved rod,,No,Yes,,Anaerobic,Terrestrial,Thermophilic,55,No,,CP001818,0,tai,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58901,19259,441768,Acholeplasma laidlawii PG-8A,Bacteria,Firmicutes,complete,1.5,31.9,,Pleomorphic,,,,Non-halophilic,Facultative,Specialized,Mesophilic,37,,,CP000896,0,acl,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
