"16S rRNA Count","Arrangment","Biotic Relationships","Body Site","Body Subsite","Cell Arrangement","Cell Shape","Class","Disease","Diseases","Domain","Ecosystem","Ecosystem Category","Ecosystem Subtype","Ecosystem Type","Endospores","Energy Category","Energy Source","Family","GC Content","Genbank accessions","GenBank Project ID","Gene Count","Genome Name","Genome Size","Genus","GOLD ID","Gram Stain","Group","Habitat","Has 1PFK","Has 6PGL","Has ADP PFK","Has Any 1PFK","Has Any Gluconate Dehydratase","Has EDA","Has EDD","Has Gluconate Dehydratase","Has Gluconokinase","Has Phosphoketolase","Has PPi PFK","Has Rubisco","Has ZWF","IMG Pathwawy Count","IMG Pathway %","IMG Submission ID","Isolation","KEGG %","KEGG Count","KEGG ID","Metabolism","MetaCyc %","MetaCyc Count","Motility","NCBI Taxon ID","Optimal temp.","Order","Organism Name","Oxygen Req NCBI","Oxygen Requirement IMG","Paralogs %","Paralogs Count","Pathogenic in","Phenotype","Phylum","Project ID","Proposal Name","Refseq accessions","RefSeq project ID","RefSeq Project ID","Salinity","Sequence Status","Sequencing Center","Shape","Species","Specific Ecosystem","Sporulation","Status","Strain","Super Kingdom","Taxon Object ID","Taxonomy ID","Temp. range","Temperature Range","Has 1PFK or EDD"
8,"Singles, Pairs, Chains","Free living",,,"Singles, Pairs, Chains","Rod-shaped","Clostridia","Botulism","Botulism","Bacteria",,,,,"Yes","Organic","Chemoorganotroph","Clostridiaceae",28.2,"CP000726",19517,3750,"Clostridium botulinum BoNT/A1, ATCC 19397",3.86345,"Clostridium","Gc00623",0,"Firmicutes","Multiple","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",201,5.36,,"Free living",23.44,879,"cba",,13.04,489,"Yes",441770,37,"Clostridiales","Clostridium botulinum A str. ATCC 19397","Anaerobic","Obligate anaerobe",20.91,784,"Human","Pathogen","Firmicutes",19517,"zzz",0,58927,58927,,"complete","DOE Joint Genome Institute, Los Alamos National Lab, Los Alamos National Laboratory","Rod","botulinum",,"Sporulating","Finished","A str. ATCC 19397","Bacteria",640753017,640753017,"Mesophilic","Mesophile","1PFK"
10,"Singles, Pairs, Chains","Free living",,,"Pairs, Singles","Rod-shaped","Clostridia","Gas gangrene","Enteritis necroticans, Food poisoning, Gas gangrene, Necrotizing enterocolitis","Bacteria",,,,,"Yes","Organic","Chemoorganotroph","Clostridiaceae",28.5,"BA000016,AP003515",79,2905,"Clostridium perfringens 13",3.08574,"Clostridium","Gc00076",0,"Firmicutes","Multiple","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",273,9.4,,"Free living",27.71,805,"cpe",,17.11,497,"No",195102,37,"Clostridiales","Clostridium perfringens str. 13","Anaerobic","Anaerobe",13.8,401,"Human, Animal","Pathogen","Firmicutes",79,"zzz",0,57681,57681,"Non-halophilic","complete","Kitasato Univ, Kyushu Univ, Univ of Tsukuba","Rod","perfringens",,"Sporulating","Finished","str. 13","Bacteria",637000079,637000079,"Mesophilic","Mesophile","1PFK"
8,"Singles, Pairs, Chains","Free living",,,"Pairs, Chains, Singles","Rod-shaped","Clostridia","Gas gangrene","Dysenteria, Enterotoxemia, Gas gangrene, Enterocolitis, Food poisoning","Bacteria",,,,,"Yes","Organic","Chemoorganotroph","Clostridiaceae",28.4,"CP000246",304,3066,"Clostridium perfringens ATCC 13124",3.25668,"Clostridium","Gc00406",0,"Firmicutes","Multiple","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",262,8.55,,"Free living",26.39,809,"cpf",,16.11,494,"No",195103,37,"Clostridiales","Clostridium perfringens ATCC 13124","Anaerobic","Obligate anaerobe",14.32,439,"Human, Animal","Pathogen","Firmicutes",304,"zzz",0,57901,57901,"Non-halophilic","complete","J. Craig Venter Institute","Rod","perfringens",,"Sporulating","Finished","ATCC 13124","Bacteria",637000077,637000077,"Mesophilic","Mesophile","1PFK"
14,,"Free living",,,"Singles, Pairs","Rod-shaped","Gammaproteobacteria",,"None","Bacteria",,,,,"No","Organic","Heterotroph","Shewanellaceae",,"AP011177",34739,4515,"Shewanella violacea DSS12",5,"Shewanella","Gc01272",0,"Gammaproteobacteria","Specialized","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",184,4.08,,"Free living",23.94,1081,"svo",,15.42,696,"Yes",637905,0,"Alteromonadales","Shewanella violacea DSS12","Facultative","Facultative",9.66,436,"No","Piezophile","Proteobacteria",34739,"zzz",0,47085,47085,,"complete","JAMSTEC, Keio Univ, Kinki Univ","Rod","violacea",,"Nonsporulating","Finished","DSS12","Bacteria",646564568,646564568,"Psychrophilic","Psychrophile","EDD"
5,"Singles","Free living",,,"Singles","Rod-shaped","Gammaproteobacteria","Plant rot","Plant rot, Halo blight","Bacteria",,,,,,"Organic","Heterotroph","Pseudomonadaceae",57.9,"CP000059,CP000058,CP000060",12416,5436,"Pseudomonas syringae pv. phaseolicola 1448A",6.11245,"Pseudomonas","Gc00321",0,"Gammaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",407,7.49,,"Free living",29.34,1595,"psp",,16.69,907,"Yes",264730,0,"Pseudomonadales","Pseudomonas syringae pv. phaseolicola 1448A","Aerobic","Aerobe",19,1033,"Plant","Pathogen","Proteobacteria",12416,"zzz",0,58099,58099,,"complete","Cornell Univ, J. Craig Venter Institute","Rod","syringae",,"Nonsporulating","Finished","pv. phaseolicola 1448A","Bacteria",637000223,637000223,"Mesophilic","Mesophile","BOTH"
3,,"Free living",,,,,"Methanomicrobia","None","None","Archaea",,,,,,"Inorganic","Lithotroph","Methanocellaceae",54.6,"AM114193",19641,3149,"Methanocella sp. RC-I",3.17992,"Methanocella","Gc00528",,"Euryarchaeota","Host-associated","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",207,6.57,,"Free living",23.44,738,"rci","Methanogen",14.45,455,,351160,0,"Methanocellales","uncultured methanogenic archaeon RC-I",,,19.66,619,"No","Non-Pathogen","Euryarchaeota",19641,"zzz",0,61623,61623,"Non-halophilic","complete","Max Planck Institute, Max-Planck Institute",,"sp.",,,"Finished","archaeon RC-I","Archaea",640427153,640427153,"Mesophilic","Mesophile","1PFK"
2,,"Free living",,,,"Sphere-shaped","Deinococci",,"None","Bacteria",,,,,,"Organic","Chemoorganotroph","Trueperaceae",,"CP002049",38371,3046,"Truepera radiovictrix RQ-24, DSM 17093",3.3,"Truepera","Gc01303",,"Deinococcus-Thermus",,"TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",268,8.8,,"Free living",30.17,919,"tra",,19.24,586,,649638,50,"Deinococcales","Truepera radiovictrix DSM 17093","Aerobic","Obligate aerobe",12.15,370,,"Radiation resistant","Thermi",38371,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",0,49533,49533,,"complete","DOE Joint Genome Institute, DSMZ","Spherical","radiovictrix",,"Nonsporulating","Finished","DSM 17093","Bacteria",646564586,646564586,"Thermophilic","Thermophile","1PFK"
2,,"Free living",,,,"Rod-shaped","Deltaproteobacteria","None","None","Bacteria",,,,,"Yes","Organic","Heterotroph","Myxococcaceae",74.9,"CP000251",12634,4421,"Anaeromyxobacter dehalogenans 2CP-C",5,"Anaeromyxobacter","Gc00340",0,"Deltaproteobacteria","Terrestrial","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE",343,7.76,,"Free living",25.29,1118,"ade",,16.35,723,"Yes",290397,30,"Myxococcales","Anaeromyxobacter dehalogenans 2CP-C","Facultative","Anaerobe",12.73,563,"No","Non-Pathogen","Proteobacteria",12634,"zzz",0,58135,58135,,"complete","DOE Joint Genome Institute","Rod","dehalogenans",,"Sporulating","Finished","2CP-C","Bacteria",637000007,637000007,"Mesophilic","Mesophile","1PFK"
7,"Singles, Pairs","Free living",,,"Pairs, Singles","Rod-shaped","Gammaproteobacteria","Paratyphoid fever","Food poisoning, Gastroenteritis, Salmonellosis, Typhoid fever","Bacteria",,,,,,"Organic","Chemoorganotroph","Enterobacteriaceae",52.2,"CP000026",13086,4295,"Salmonella enterica enterica sv Paratyphi A, ATCC 9150",4.6,"Salmonella","Gc00238",0,"Gammaproteobacteria","Host-associated","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",498,11.59,,"Free living",33.22,1427,"spt",,20.63,886,"Yes",295319,37,"Enterobacteriales","Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","Facultative","Facultative",15.2,653,"Human","Pathogen","Proteobacteria",13086,"zzz",0,58201,58201,,"complete","Washington Univ","Rod","enterica",,"Nonsporulating","Finished","subsp. enterica serovar Paratyphi A str. ATCC 9150","Bacteria",637000252,637000252,"Mesophilic","Mesophile","BOTH"
2,"Clusters","Free living",,,"Clusters","Rod-shaped","Solibacteres","None","None","Bacteria",,,,,,"Organic","Chemoorganotroph, Oligotroph, Heterotroph","Solibacteraceae",61.9,"CP000473",12638,8003,"Solibacter usitatus Ellin6076",9.96564,"Solibacter","Gc00446",0,"Acidobacteria","Terrestrial","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE",408,5.1,,"Free living",18.06,1445,"sus",,12.48,999,"No",234267,30,"Solibacterales","Candidatus Solibacter usitatus Ellin6076","Aerobic","Aerobe",25.43,2035,"No","Acidophile","Acidobacteria",12638,"zzz",0,58139,58139,"Non-halophilic","complete","DOE Joint Genome Institute","Rod","usitatus",,"Nonsporulating","Finished","Ellin6076","Bacteria",639633060,639633060,"Mesophilic","Mesophile","1PFK"
3,,"Free living",,,,"Rod-shaped","Betaproteobacteria",,"Nosocomial infection","Bacteria",,,,,,"Organic","Heterotroph","Burkholderiaceae",63.3,"CP001644,CP001645,CP001646,CP001648,CP001647",18937,5518,"Ralstonia pickettii 12D",5.68204,"Ralstonia","Gc01040",0,"Betaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",375,6.8,,"Free living",27.08,1494,"rpf",,17.07,942,,428406,0,"Burkholderiales","Ralstonia pickettii 12D","Aerobic","Aerobe",19.74,1089,"No","Pathogen","Proteobacteria",18937,"zzz",0,58859,58859,,"complete","DOE Joint Genome Institute","Rod","pickettii",,,"Finished","12D","Bacteria",644736400,644736400,"Mesophilic","Mesophile","BOTH"
9,"Singles, Pairs, Chains","Free living","Gastrointestinal tract",,"Pairs, Chains, Singles","Rod-shaped","Clostridia","Antibiotic-associated diarrhea and pseudomembraneous colitis","Diarrhea, Colitis, Peritonitis","Bacteria",,,,,"Yes","Organic","Chemoorganotroph","Clostridiaceae",28.8,"FN545816",38039,3599,"Clostridium difficile R20291",4.2,"Clostridium","Gc01121",0,"Firmicutes","Multiple","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",48,1.33,,"Free living",28.12,1012,"cdl",,15.89,572,"Yes",645463,0,"Clostridiales","Clostridium difficile R20291","Anaerobic","Obligate anaerobe",22.9,824,"Human","Pathogen","Firmicutes",38039,"zzz",0,40921,40921,,"complete","Sanger Institute","Rod","difficile",,"Sporulating","Finished","R20291","Bacteria",646311915,646311915,"Mesophilic","Mesophile","1PFK"
10,"Singles, Pairs, Chains","Free living","Gastrointestinal tract",,"Chains, Pairs, Singles","Rod-shaped","Clostridia","Antibiotic-associated diarrhea and pseudomembraneous colitis","Diarrhea, Colitis, Peritonitis","Bacteria",,,,,"Yes","Organic","Chemoorganotroph","Clostridiaceae",,"FN538970",38037,3565,"Clostridium difficile CD196",4.1,"Clostridium","Gc01120",0,"Firmicutes","Multiple","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",49,1.37,,"Free living",28.42,1013,"cdc",,16.02,571,"Yes",645462,0,"Clostridiales","Clostridium difficile CD196","Anaerobic","Obligate anaerobe",22.47,801,"Human","Pathogen","Firmicutes",38037,"zzz",0,41017,41017,,"complete","Sanger Institute","Rod","difficile",,"Sporulating","Finished","CD196","Bacteria",646311914,646311914,"Mesophilic","Mesophile","1PFK"
9,"Singles, Pairs, Chains","Free living",,,"Chains, Singles, Pairs","Rod-shaped","Clostridia","Botulism","Botulism","Bacteria",,,,,"Yes","Organic","Chemoorganotroph","Clostridiaceae",28.2,"AM412317,AM412318",193,3825,"Clostridium botulinum type A - Hall",3.916,"Clostridium","Gc00568",0,"Firmicutes","Multiple","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",250,6.54,,"Free living",22.9,876,"cbo","Type A toxin producer",12.78,489,"Yes",413999,37,"Clostridiales","Clostridium botulinum A str. ATCC 3502","Anaerobic","Obligate anaerobe",19.84,759,"Human","Pathogen","Firmicutes",193,"zzz",0,61579,61579,"Non-halophilic","complete","Institute of Food Research, Sanger Institute, Univ of Reading","Rod","botulinum",,"Sporulating","Finished","A str. ATCC 3502","Bacteria",640427109,640427109,"Mesophilic","Mesophile","1PFK"
1,,"Free living",,,"Singles","Coccus-shaped","Thermoprotei","None","None","Archaea",,,,,"No","Inorganic","Lithotroph","Sulfolobaceae",35,"CP001402",18807,2869,"Sulfolobus islandicus M.16.4",2.6,"Sulfolobus","Gc01006",,"Crenarchaeota","Specialized","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",223,7.77,,"Free living",23.35,670,"sid",,15.41,442,"No",426118,"75-85","Sulfolobales","Sulfolobus islandicus M.16.4","Aerobic","Aerobe",15.75,452,"No","Acidophile","Crenarchaeota",18807,"zzz",0,58841,58841,"Non-halophilic","complete","DOE Joint Genome Institute","Coccus","islandicus",,"Nonsporulating","Finished","M.16.4","Archaea",643692047,643692047,"Hyperthermophilic","Thermophile","EDD"
6,"Singles","Free living","Blood",,"Singles","Rod-shaped","Gammaproteobacteria","Nosocomial infections, nosocomial pneumonia","Pneumonia, Nosocomial infection","Bacteria",,,,,"No","Organic","Heterotroph, Chemoheterotroph","Moraxellaceae",39.2,"CP001182,CP001183",21111,3892,"Acinetobacter baumannii AB0057",4.05921,"Acinetobacter","Gc00885",0,"Gammaproteobacteria","Multiple","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",175,4.5,,"Free living",27.62,1075,"abn",,18.88,735,"No",480119,0,"Pseudomonadales","Acinetobacter baumannii AB0057","Aerobic","Aerobe",18.27,711,"Human","Pathogen","Proteobacteria",21111,"zzz",0,59083,59083,,"complete","Case Western Reserve Univ","Pleomorphic rod","baumannii",,"Nonsporulating","Finished","AB0057","Bacteria",643348502,643348502,"Mesophilic","Mesophile","BOTH"
4,"Singles","Free living",,,"Singles","Rod-shaped","Gammaproteobacteria","legionellosis","Pneumonia, Legionellosis","Bacteria",,,,,"No","Organic","Chemoorganotroph","Legionellaceae",37.1,"FN650140,FN650141",39579,3536,"Legionella longbeachae NSW150",4.172,"Legionella","Gc01213",0,"Gammaproteobacteria",,"FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",205,5.8,,"Free living",23.76,840,"llo",,16.26,575,"Yes",661367,0,"Legionellales","Legionella longbeachae NSW150","Aerobic","Aerobe",11.54,408,"Human","Pathogen","Proteobacteria",39579,"zzz",0,46099,46099,,"complete","Institut Pasteur","Rod","longbeachae",,"Nonsporulating","Finished","NSW150","Bacteria",648028038,648028038,"Mesophilic","Mesophile","EDD"
3,,"Free living",,,"Singles","Coccus-shaped","Actinobacteria",,"None","Bacteria",,,,,,"Organic","Chemoorganotroph","Promicromonosporaceae",72.5,"CP001821,CP001822",19715,3549,"Xylanimonas cellulosilytica DSM 15894",3.789,"Xylanimonas","Gc01153",0,"Actinobacteria","Specialized","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE",237,6.68,,"Free living",25.89,919,"xce","Cellulose degrader, Xylan degrader",15.72,558,"No",446471,0,"Actinomycetales","Xylanimonas cellulosilytica DSM 15894","Aerobic","Aerobe",11.58,411,,"Lacks Mycolic acids","Actinobacteria",19715,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",0,41935,41935,,"complete","DOE Joint Genome Institute, DSMZ","Coccus","cellulosilytica",,"Nonsporulating","Finished","DSM 15894","Bacteria",646311968,646311968,,"Mesophile","1PFK"
2,,"Free living",,,,"Rod-shaped","Flavobacteria","None","None","Bacteria",,,,,,"Organic","Heterotroph","Flavobacteriaceae",37,"CP002157",13595,3455,"Maribacter sp. HTCC2170",3.9,"Maribacter","Gc01430",,"Bacteroidetes/Chlorobi","Aquatic","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",132,3.82,,"Free living",21.71,750,"fbc",,15.69,542,,313603,0,"Flavobacteriales","Maribacter sp. HTCC2170",,"Aerobe",9.41,325,"No",,"Bacteroidetes",13595,"zzz",0,51877,51877,,"complete","J. Craig Venter Institute, Oregon State Univ",,"bacterium",,,"Finished","HTCC2170","Bacteria",648028027,648028027,,"Mesophile","1PFK"
6,"Singles, Pairs, Chains","Free living",,,"Singles, Pairs, Chains","Coccus-shaped","Gammaproteobacteria",,"None","Bacteria",,,,,,"Inorganic","Lithotroph","Pseudomonadaceae",65.7,"CP001157",16,5133,"Azotobacter vinelandii DJ, ATCC BAA-1303",5.36532,"Azotobacter","Gc01011",0,"Gammaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",450,8.77,,"Free living",28.4,1458,"avn","Stores polyhydroxybutyrate, Nitrogen fixation",18.82,966,"Yes",322710,0,"Pseudomonadales","Azotobacter vinelandii DJ","Aerobic","Aerobe",22.56,1158,"No","Carbon sequestration","Proteobacteria",16,"Azotobacter vinelandii",0,57597,57597,,"complete","Univ of Washington","Coccobacillus","vinelandii",,,"Finished","DJ","Bacteria",643692004,643692004,"Mesophilic","Mesophile","BOTH"
1,,"Free living",,,,"Coccus-shaped","Thermococci",,"None","Archaea",,,,,,"Organic","Organotroph","Thermococcaceae",40.2,"CP001463",34531,2085,"Thermococcus sibiricus MM 739",1.8458,"Thermococcus","Gc01009",,"Euryarchaeota",,"FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",145,6.95,,"Free living",26.38,550,"tsi",,15.73,328,,604354,0,"Thermococcales","Thermococcus sibiricus MM 739","Anaerobic","Anaerobe",12.52,261,,,"Euryarchaeota",34531,"zzz",0,59399,59399,,"complete","Center of Bioengineering",,"sibiricus",,"Nonsporulating","Finished","MM 739","Archaea",644736412,644736412,"Hyperthermophilic","Hyperthermophile","1PFK"
3,"Singles","Free living",,,"Singles","Rod-shaped","Gammaproteobacteria","Legionnaire's disease","Legionnaire's disease","Bacteria",,,,,,"Organic","Chemoorganotroph","Legionellaceae",38.5,"CP000675",17491,3266,"Legionella pneumophila Corby",3.57647,"Legionella","Gc00567",0,"Gammaproteobacteria","Host-associated","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",252,7.72,,"Free living",26.18,855,"lpc",,17.61,575,"Yes",400673,0,"Legionellales","Legionella pneumophila str. Corby","Aerobic","Aerobe",12.68,414,"Human","Pathogen","Proteobacteria",17491,"zzz",0,58733,58733,,"complete","IMB, Jena","Rod","pneumophila",,"Nonsporulating","Finished","str. Corby","Bacteria",640427119,640427119,"Mesophilic","Mesophile","EDD"
3,"Singles, Aggregates","Free living",,,"Singles","Coccus-shaped","Methanomicrobia",,"None","Archaea",,,,,"No","Inorganic","Lithotroph","Methanosarcinaceae",39.2,"CP000098,CP000099",103,3834,"Methanosarcina barkeri Fusaro, DSM 804",4.87341,"Methanosarcina","Gc00295",,"Euryarchaeota","Multiple","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",260,6.78,,"Free living",24.78,950,"mba","Cellulose degrader, Methanogen",14.06,539,"No",269797,"35-40","Methanosarcinales","Methanosarcina barkeri str. Fusaro","Anaerobic","Anaerobe",30.86,1183,"No",,"Euryarchaeota",103,"Methanosarcina barkeri fusaro",0,57715,57715,,"complete","DOE Joint Genome Institute, Univ of Maryland","Coccus","barkeri",,"Nonsporulating","Finished","str. fusaro","Archaea",637000162,637000162,"Mesophilic","Mesophile","1PFK"
4,,"Free living",,,,"Spiral-shaped","Alphaproteobacteria",,"None","Bacteria",,,,,,"Inorganic","Photolithotroph, Photoautotroph","Rhodospirillaceae",65.4,"CP000230,CP000231",58,3933,"Rhodospirillum rubrum ATCC 11170",4.40656,"Rhodospirillum","Gc00396",0,"Alphaproteobacteria","Multiple","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",364,9.26,,"Free living",33.21,1306,"rru","Nitrogen fixation",20.29,798,"Yes",269796,"25-30","Rhodospirillales","Rhodospirillum rubrum ATCC 11170","Facultative","Facultative",13.17,518,"No","Non-Pathogen","Proteobacteria",58,"Rhodospirillum rubrum ATCC 11170",0,57655,57655,,"complete","DOE Joint Genome Institute, Univ of Wisconsin","Spiral","rubrum",,"Nonsporulating","Finished","ATCC 11170","Bacteria",637000241,637000241,"Mesophilic","Mesophile","1PFK"
3,,"Free living","Airways",,"Singles","Rod-shaped","Actinobacteria",,,"Bacteria",,,,,"No","Organic","Chemoorganotroph","Corynebacteriaceae",57.5,"CP001620",38011,2073,"Corynebacterium kroppenstedtii DSM 44385",2.4468,"Corynebacterium","Gc00770",0,"Actinobacteria","Host-associated","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",230,11.1,,"Free living",36.37,754,"ckp",,24.41,506,0,645127,0,"Actinomycetales","Corynebacterium kroppenstedtii DSM 44385","Facultative","Anaerobe",4.82,100,"No","Catalase positive, Lacks Mycolic acids","Actinobacteria",38011,"zzz",0,59411,59411,,"complete","IGS, Bielefeld Univ","Rod","kroppenstedtii",,"Nonsporulating","Finished","DSM 44385","Bacteria",643692019,643692019,"Mesophilic","Mesophile","1PFK"
9,,"Free living",,,"Pairs, Singles","Rod-shaped","Clostridia","None","None","Bacteria",,,,,"Yes","Organic","Chemoorganotroph","Clostridiaceae",23,"CP001666",13492,4283,"Clostridium ljungdahlii PETC, DSM 13528",4.6,"Clostridium","Gc01312",0,"Firmicutes","Terrestrial","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",106,2.47,,"Free living",23.04,987,"clj","Acetogen, Ethanol production",13.89,595,"Yes",748727,0,"Clostridiales","Clostridium ljungdahlii DSM 13528","Aerobic","Anaerobe",26.22,1123,"No",,"Firmicutes",13492,"zzz",0,50583,50583,"Non-halophilic","complete","Competence Network, Goettingen Genomics Laboratory","Rod","ljungdahlii",,"Sporulating","Finished","DSM 13528","Bacteria",648028017,648028017,"Mesophilic","Mesophile","1PFK"
10,"Singles, Pairs, Chains","Free living",,,"Singles, Chains, Pairs","Rod-shaped","Clostridia","Gas gangrene","Food poisoning, Gas gangrene, Enterocolitis, Enterotoxemia, Dysenteria","Bacteria",,,,,"Yes","Organic","Chemoorganotroph","Clostridiaceae",28.2,"CP000312,CP000314,CP000315,CP000313",12521,2748,"Clostridium perfringens SM101",2.924,"Clostridium","Gc00405",0,"Firmicutes","Multiple","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",234,8.52,,"Free living",26.49,728,"cpr",,16.27,447,"No",289380,37,"Clostridiales","Clostridium perfringens SM101","Anaerobic","Anaerobe",15.98,439,"Human, Animal","Pathogen","Firmicutes",12521,"zzz",0,58117,58117,"Non-halophilic","complete","J. Craig Venter Institute","Rod","perfringens",,"Sporulating","Finished","SM101","Bacteria",642555126,642555126,"Mesophilic","Mesophile","1PFK"
1,,"Free living",,,,"Rod-shaped","Betaproteobacteria",,"None","Bacteria",,,,,"No","Both","Mixotroph","unclassified",63.8,"CP002021,CP002022,CP002023",33641,3321,"Thiomonas intermedia K12",3.466,"Thiomonas","Gc01349",0,"Betaproteobacteria","Aquatic","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE",243,7.32,,"Free living",30.8,1023,"tin","Sulfur oxidizer",18.64,619,"Yes",75379,0,"Burkholderiales","Thiomonas intermedia K12","Aerobic","Aerobe",13.97,464,,"Acidophile","Proteobacteria",33641,"CSP_788277, Halothiobacillus neapolitanus and Thiomonas intermedia",0,48825,48825,,"complete","DOE Joint Genome Institute","Rod","intermedia",,"Nonsporulating","Finished","K12","Bacteria",646564585,646564585,"Mesophilic","Mesophile","BOTH"
1,"Singles","Free living",,,"Singles","Coccus-shaped","Thermoprotei","None","None","Archaea",,,,,,"Organic","Heterotroph","Sulfolobaceae",35.4,"CP001403",19487,3079,"Sulfolobus islandicus Y.G.57.14",2.7,"Sulfolobus","Gc00997",,"Crenarchaeota",,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",223,7.24,,"Free living",21.83,672,"siy",,14.49,446,,439386,"75-80","Sulfolobales","Sulfolobus islandicus Y.G.57.14",,"Facultative",20.92,644,"No","Acidophile","Crenarchaeota",19487,"zzz",0,58923,58923,,"complete","DOE Joint Genome Institute","Coccus","islandicus",,"Nonsporulating","Finished","Y.G.57.14","Archaea",643692048,643692048,"Hyperthermophilic","Hyperthermophile","EDD"
11,,"Free living",,,"Pairs, Singles","Rod-shaped","Gammaproteobacteria","None","None","Bacteria",,,,,,"Organic","Heterotroph","Shewanellaceae",44.7,"CP000851",17415,4434,"Shewanella pealeana ANG-SQ1, ATCC 700345",5.17458,"Shewanella","Gc00663",0,"Gammaproteobacteria",,"FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",352,7.94,,"Free living",26.39,1170,"spl","Sulfur reducer",17.39,771,"Yes",398579,0,"Alteromonadales","Shewanella pealeana ATCC 700345","Facultative","Facultative",14.98,664,"No",,"Proteobacteria",17415,"zzz",0,58705,58705,,"complete","DOE Joint Genome Institute","Rod","pealeana",,"Nonsporulating","Finished","ATCC 700345","Bacteria",641228508,641228508,"Mesophilic","Psychrotolerant","EDD"
