Pathway Genes Missing,taxon_oid,Domain,Status,Proposal Name,Genome Name,Taxon Object ID,NCBI Taxon ID,RefSeq Project ID,GenBank Project ID,Phylum,Class,Order,Family,Genus,Species,Strain,Sequencing Center,Funding Agency,Add Date,Is Public,IMG Release,IMG Product Assignment,IMG Submission ID,GOLD ID,Biotic Relationships,Body Site,Body Subsite,Cell Arrangement,Cell Shape,Diseases,Energy Source,Energy Category,Ecosystem,Ecosystem Category,Ecosystem Type,Ecosystem Subtype,Isolation,Specific Ecosystem,Gram Staining,Host Name,Host Gender,Motility,Metabolism,Oxygen Requirement,Broad Oxygen Requirement,Phenotype,Relevance,Salinity,Sporulation,Temperature Range,IMG Sample Id,IMG Project Id,Scaffold Count,CRISPR Count,GC Count,GC %,Coding Base Count,Genome Size,Gene Count,CDS Count,CDS %,RNA Count,rRNA Count,5S rRNA Count,16S rRNA Count,18S rRNA Count,23S rRNA Count,28S rRNA Count,tRNA Count,Other RNA Count,Fused Count,Fused %,Fusion Component Count,Fusion component %,Pseudo Count,Pseudo %,Unchar Count,Unchar %,Obsolete Count,Obsolete %,Revised Count,Revised %,w/ Func Pred Count,w/ Func Pred %,w/o Func Pred Sim Count,w/o Func Pred Sim %,w/o Func Pred No Sim Count,w/o Func Pred No Sim %,Signal Peptide Count,Signal Peptide %,Transmembrane Count,Transmembrane %,Orthologs Count,Orthologs %`,Paralogs Count,Paralogs %,Ortholog Group Count,Paralog Group Count,SwissProt Count,SwissProt %,Not SwissProt Count,Not SwissProt %,SEED Count,SEED %,Not SEED Count,Not SEED %,COG Count,COG %,KOG Count,KOG %,Pfam Count,Pfam %,TIGRfam Count,TIGRfam %,COG Cluster Count,KOG Cluster Count,Pfam Cluster Count,TIGRfam Cluster Count,InterPro Count,InterPro %,Enzyme Count,Enzyme %,TC Count,TC %,KEGG Count,KEGG %,Not KEGG Count,Not KEGG %,KO Count,KO %,Not KO Count,Not KO %,MetaCyc Count,MetaCyc %,Not MetaCyc Count,Not MetaCyc %,IMG Term Count,IMG Term %,IMG Pathwawy Count,IMG Pathway %,IMG Parts List Count,IMG Parts List %,Chromosomal Cassette Gene Count,Chromosomal Cassette Gene %,Chromosomal Cassette Count,KEGG Organism ID,Has ATP 6PFK,Has Ppi 6PFK,Has ADP 6PFK,Has ATP 1PFK,Has Any 6PFK,Has EDD,Has EDA,Has ED Genes,4.1.3.24,2.3.3.8,4.2.1.3,1.1.1.37,4.1.3.6,1.1.1.82,6.2.1.9,4.1.3.1,4.1.3.34
1,639633007,Bacteria,Finished,Azoarcus sp. BH72,Azoarcus sp. BH72,639633007,62928,61603,13217,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus,sp.,BH72,"Bielefeld Univ, MWG-Biotech",BMBF,2007-01-28,Yes,IMG/W 2.1,zzz,zzz,Gc00454,Free living,zzz,zzz,zzz,Rod-shaped,None,Diazotroph,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,zzz,zzz,Motile,Nitrogen fixation,Facultative,Facultative,Non-Pathogen,"Biotechnological, Ecological, Agricultural",zzz,zzz,Mesophile,zzz,10231,1,zzz,2972051,0.68,4017599,4376040,4073,3989,97.94,84,12,4,4,zzz,4,zzz,56,16,444,10.9,2374,58.29,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,2524,61.97,1439,35.33,26,0.64,978,24.01,969,23.79,3869,94.99,569,13.97,3410,223,373,9.16,3616,88.78,3229,79.28,760,18.66,3226,79.2,1405,34.5,3384,83.08,1438,35.31,1835,739,1912,1174,3614,88.73,1190,29.22,540,13.26,1387,34.05,2602,63.88,2409,59.15,1580,38.79,843,20.7,3146,77.24,1070,26.27,352,8.64,409,10.04,4050,99.44,213,azo,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True,True
1,637000255,Bacteria,Finished,Salmonella enterica enterica sv Typhimurium LT2 LT2,Salmonella enterica enterica sv Typhimurium LT2 LT2,637000255,99287,57799,241,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,typhimurium,LT2,Washington Univ,NIH,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00067,Free living,zzz,zzz,"Singles, Pairs",Rod-shaped,"Food poisoning, Salmonellosis, Gastroenteritis",Chemoorganotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Motile,zzz,Facultative,Facultative,Pathogen,"Human Pathogen, Medical",zzz,Nonsporulating,Mesophile,zzz,10619,2,2,2586532,0.52,4316733,4951371,4781,4565,95.48,216,22,8,7,zzz,7,zzz,86,108,459,9.6,2284,47.77,38,0.79,zzz,zzz,zzz,zzz,zzz,zzz,4232,88.52,331,6.92,2,0.04,994,20.79,922,19.28,4550,95.17,907,18.97,3989,378,1669,34.91,2896,60.57,4525,94.65,40,0.84,3663,76.62,1412,29.53,4069,85.11,1813,37.92,2158,744,2365,1512,4259,89.08,1366,28.57,810,16.94,1516,31.71,3049,63.77,2895,60.55,1670,34.93,935,19.56,3630,75.93,1354,28.32,522,10.92,375,7.84,4668,97.64,480,stm,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
1,637000173,Bacteria,Finished,Mycobacterium tuberculosis H37Rv (lab strain),Mycobacterium tuberculosis H37Rv (lab strain),637000173,83332,57777,224,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,H37Rv,Sanger Institute,Wellcome Trust,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00015,Free living,Airways,zzz,Singles,Rod-shaped,Tuberculosis,Chemoorganotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram+,Homo sapiens,zzz,Nonmotile,zzz,Aerobe,Aerobe,Pathogen,"Animal Pathogen, Human Pathogen, Medical",zzz,Nonsporulating,Mesophile,zzz,10671,1,2,2894588,0.66,4016222,4411532,4062,3997,98.4,65,3,1,1,zzz,1,zzz,45,17,423,10.41,2237,55.07,8,0.2,zzz,zzz,zzz,zzz,zzz,zzz,2626,64.65,1369,33.7,2,0.05,945,23.26,802,19.74,3918,96.45,786,19.35,3192,260,1784,43.92,2213,54.48,3965,97.61,32,0.79,2807,69.1,1464,36.04,3210,79.03,1127,27.74,1451,693,1594,918,3484,85.77,986,24.27,339,8.35,1099,27.06,2898,71.34,2007,49.41,1990,48.99,760,18.71,3237,79.69,772,19.01,306,7.53,242,5.96,4020,98.97,278,mtu,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True,True
1,637000253,Bacteria,Finished,Salmonella enterica enterica sv Typhi Ty2,Salmonella enterica enterica sv Typhi Ty2,637000253,209261,57973,371,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,subsp. enterica serovar Typhi Ty2,Univ of Wisconsin,NIAID,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00125,Free living,zzz,zzz,"Singles, Pairs",Rod-shaped,"Food poisoning, Gastroenteritis, Salmonellosis, Typhoid fever",Chemoorganotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Motile,zzz,Facultative,Facultative,Pathogen,"Human Pathogen, Medical",zzz,Nonsporulating,Mesophile,zzz,10561,1,1,2494291,0.52,3996545,4791950,4719,4505,95.47,214,22,8,7,zzz,7,zzz,78,114,408,8.65,2110,44.71,187,3.96,zzz,zzz,zzz,zzz,zzz,zzz,2999,63.55,1502,31.83,4,0.08,970,20.56,834,17.67,4475,94.83,777,16.47,3955,325,1317,27.91,3188,67.56,4321,91.57,184,3.9,3408,72.22,1349,28.59,3865,81.9,1746,37,2094,733,2298,1497,4104,86.97,1291,27.36,750,15.89,1444,30.6,3061,64.87,2762,58.53,1743,36.94,892,18.9,3613,76.56,1274,27,492,10.43,348,7.37,4427,93.81,506,stt,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
1,642555155,Bacteria,Finished,Salmonella enterica sv Dublin CT_02021853,Salmonella enterica sv Dublin CT_02021853,642555155,439851,58917,19467,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,subsp. enterica serovar Dublin str. CT_02021853,J. Craig Venter Institute,zzz,2008-09-20,Yes,IMG/W 2.7,zzz,zzz,Gc00856,Free living,zzz,zzz,"Singles, Pairs",Rod-shaped,"Gastroenteritis, Salmonellosis, Food poisoning",Chemoorganotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Motile,zzz,Facultative,Facultative,Nontyphoidal,"Medical, Human Pathogen",zzz,Nonsporulating,Mesophile,zzz,11765,2,zzz,2563268,0.52,4103244,4917459,4721,4617,97.8,104,21,8,7,zzz,6,zzz,83,zzz,390,8.26,2085,44.16,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,3783,80.13,797,16.88,37,0.78,921,19.51,1104,23.38,4549,96.36,748,15.84,4084,318,700,14.83,3917,82.97,4372,92.61,245,5.19,3462,73.33,1355,28.7,3816,80.83,1737,36.79,2116,727,2296,1470,3991,84.54,1301,27.56,756,16.01,1463,30.99,3154,66.81,2742,58.08,1875,39.72,904,19.15,3713,78.65,1248,26.44,486,10.29,331,7.01,4606,97.56,529,sed,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
1,637000254,Bacteria,Finished,Salmonella enterica enterica sv Typhi CT18,Salmonella enterica enterica sv Typhi CT18,637000254,220341,57793,236,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,subsp. enterica serovar Typhi str. CT18,"Imperial College, Sanger Institute",Beowulf Genomics,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00066,Free living,zzz,zzz,"Pairs, Singles",Rod-shaped,"Typhoid fever, Salmonellosis, Food poisoning",Chemoorganotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,zzz,zzz,Motile,zzz,Facultative,Facultative,Pathogen,"Biothreat, Medical, Human Pathogen strictly",zzz,Nonsporulating,Mesophile,zzz,10620,3,1,2662865,0.52,4311244,5133713,5165,4945,95.74,220,23,8,7,zzz,7,zzz,80,117,413,8,2186,42.32,187,3.62,zzz,zzz,zzz,zzz,zzz,zzz,3206,62.07,1735,33.59,4,0.08,1023,19.81,921,17.83,4906,94.99,910,17.62,4288,377,1322,25.6,3623,70.15,4758,92.12,187,3.62,3522,68.19,1376,26.64,4056,78.53,1779,34.44,2118,737,2361,1509,4320,83.64,1314,25.44,769,14.89,1458,28.23,3487,67.51,2835,54.89,2110,40.85,903,17.48,4042,78.26,1294,25.05,497,9.62,353,6.83,4868,94.25,545,sty,True,False,False,True,True,True,False,False,False,False,True,True,True,False,False,True,True
1,642555154,Bacteria,Finished,Salmonella enterica Agona SL483,Salmonella enterica Agona SL483,642555154,454166,59431,20063,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,subsp. enterica serovar Agona str. SL483,J. Craig Venter Institute,zzz,2008-09-20,Yes,IMG/W 2.7,zzz,zzz,Gc00850,Free living,zzz,zzz,"Pairs, Singles",Rod-shaped,"Food poisoning, Gastroenteritis, Salmonellosis",Chemoorganotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Motile,zzz,Facultative,Facultative,Nontyphoidal,"Human Pathogen, Medical",zzz,Nonsporulating,Mesophile,zzz,11764,2,2,2514817,0.52,4169231,4836638,4720,4614,97.75,106,21,8,7,zzz,6,zzz,85,zzz,409,8.67,2101,44.51,zzz,zzz,zzz,zzz,zzz,zzz,3,zzz,3787,80.23,788,16.69,39,0.83,970,20.55,1134,24.03,4553,96.46,791,16.76,4068,327,711,15.06,3903,82.69,4305,91.21,309,6.55,3495,74.05,1369,29,3800,80.51,1730,36.65,2102,735,2249,1464,3993,84.6,1320,27.97,783,16.59,1472,31.19,3142,66.57,2771,58.71,1843,39.05,920,19.49,3694,78.26,1278,27.08,506,10.72,340,7.2,4621,97.9,462,sea,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
1,637000252,Bacteria,Finished,"Salmonella enterica enterica sv Paratyphi A, ATCC 9150","Salmonella enterica enterica sv Paratyphi A, ATCC 9150",637000252,295319,58201,13086,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,subsp. enterica serovar Paratyphi A str. ATCC 9150,Washington Univ,NIAID,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00238,Free living,zzz,zzz,"Pairs, Singles",Rod-shaped,"Gastroenteritis, Salmonellosis, Typhoid fever, Food poisoning",Chemoorganotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Motile,zzz,Facultative,Facultative,Pathogen,"Medical, Human Pathogen",zzz,Nonsporulating,Mesophile,zzz,10447,1,2,2391855,0.52,3830021,4585229,4295,4094,95.32,201,22,8,7,zzz,7,zzz,82,97,402,9.36,2096,48.8,1,0.02,zzz,zzz,1,zzz,zzz,zzz,2936,68.36,1158,26.96,zzz,zzz,880,20.49,836,19.46,4080,94.99,653,15.2,3686,276,916,21.33,3178,73.99,4094,95.32,zzz,zzz,3320,77.3,1310,30.5,3640,84.75,1671,38.91,2069,716,2238,1451,3809,88.68,1278,29.76,724,16.86,1427,33.22,2667,62.1,2688,62.58,1406,32.74,886,20.63,3208,74.69,1260,29.34,498,11.59,340,7.92,4200,97.79,466,spt,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
1,643348505,Bacteria,Finished,Agrobacterium vitis S4,Agrobacterium vitis S4,643348505,311402,58249,13372,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,vitis,S4,Univ of Washington,zzz,2009-02-11,Yes,IMG/W 2.8,zzz,zzz,Gc00943,Free living,zzz,zzz,Singles,Rod-shaped,Crown gall,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Vitis vinifera cv. 'Izsaki Sarfeher,zzz,Motile,zzz,Aerobe,Aerobe,Pathogen,"Agricultural, Plant Pathogen",zzz,zzz,Mesophile,zzz,10822,7,zzz,3632695,0.57,5403243,6320946,5455,5389,98.79,66,12,4,4,zzz,4,zzz,54,zzz,519,9.51,2843,52.12,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,3798,69.62,1566,28.71,25,0.46,1069,19.6,1246,22.84,5312,97.38,1282,23.5,4211,426,282,5.17,5107,93.62,692,12.69,4697,86.1,4373,80.16,1758,32.23,4563,83.65,1513,27.74,2001,757,2023,1183,4828,88.51,1266,23.21,1027,18.83,1746,32.01,3643,66.78,2863,52.48,2526,46.31,941,17.25,4448,81.54,1124,20.6,325,5.96,336,6.16,5241,96.08,734,avi,False,True,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True
1,637000085,Bacteria,Finished,Corynebacterium jeikeium K411,Corynebacterium jeikeium K411,637000085,306537,58399,13967,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,jeikeium,K411,"Bielefeld Univ, Institute of Genome Research",Bielefeld Univ,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00271,Free living,zzz,zzz,Singles,Rod-shaped,"Septicemia, Endocarditis, Meningitis, Nosocomial infection",Chemoorganotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram+,Homo sapiens,zzz,Nonmotile,zzz,Facultative,Facultative,"Pathogen, MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), Lipophilic","Human Pathogen, Medical",zzz,Nonsporulating,Mesophile,zzz,10414,2,1,1519564,0.61,2228904,2476822,2186,2120,96.98,66,9,3,2,zzz,3,zzz,50,7,165,7.55,912,41.72,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,1287,58.87,829,37.92,4,0.18,431,19.72,548,25.07,2086,95.43,246,11.25,1846,67,272,12.44,1848,84.54,2120,96.98,zzz,zzz,1559,71.32,830,37.97,1715,78.45,728,33.3,1102,564,1256,706,1831,83.76,648,29.64,263,12.03,706,32.3,1414,64.68,1129,51.65,991,45.33,464,21.23,1656,75.75,549,25.11,239,10.93,181,8.28,2159,98.76,168,cjk,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True,True
1,643692022,Bacteria,Finished,"Escherichia fergusonii UMN026, ATCC 35469","Escherichia fergusonii UMN026, ATCC 35469",643692022,585054,59375,33369,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,fergusonii,ATCC 35469,Genoscope,zzz,2009-06-09,Yes,IMG/W 2.9,zzz,zzz,Gc00910,Free living,zzz,zzz,"Pairs, Singles",Rod-shaped,None,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Motile,zzz,Facultative,Facultative,Non-Pathogen,Medical,zzz,Nonsporulating,Mesophile,zzz,11311,2,2,2318194,0.5,4161798,4643861,4498,4321,96.06,177,22,8,7,zzz,7,zzz,87,68,406,9.03,2071,46.04,zzz,zzz,zzz,zzz,zzz,zzz,4,zzz,3232,71.85,1052,23.39,37,0.82,843,18.74,1035,23.01,4279,95.13,713,15.85,3839,298,686,15.25,3635,80.81,667,14.83,3654,81.24,3486,77.5,1373,30.52,3798,84.44,1722,38.28,2102,743,2310,1465,3983,88.55,1346,29.92,749,16.65,1437,31.95,2884,64.12,2788,61.98,1533,34.08,911,20.25,3410,75.81,881,19.59,258,5.74,275,6.11,4438,98.67,346,efe,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
1,637000354,Bacteria,Finished,Yersinia pestis bv Microtus 91001,Yersinia pestis bv Microtus 91001,637000354,229193,58037,10638,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,pestis,"bv Microtus, 91001","Institute of Microbiology and Epidemiology, China",zzz,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00178,Free living,zzz,zzz,Singles,Rod-shaped,Bubonic plague,Heterotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Motile,zzz,Facultative,Facultative,Pathogen,"Medical, Biothreat, Animal Pathogen, Human Pathogen",zzz,Nonsporulating,Mesophile,zzz,10508,5,2,2289686,0.48,3952865,4803217,4462,4266,95.61,196,22,8,7,zzz,7,zzz,72,102,417,9.35,1901,42.6,124,2.78,zzz,zzz,zzz,zzz,1,zzz,2952,66.16,1312,29.4,2,0.04,812,18.2,1059,23.73,4204,94.22,669,14.99,3630,201,900,20.17,3366,75.44,4161,93.25,105,2.35,3260,73.06,1235,27.68,3522,78.93,1568,35.14,2002,700,2129,1352,3715,83.26,1115,24.99,766,17.17,1370,30.7,2896,64.9,2546,57.06,1720,38.55,766,17.17,3500,78.44,1146,25.68,405,9.08,314,7.04,4151,93.03,647,ypm,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
1,637000263,Bacteria,Finished,Shigella flexneri 2a 2457T,Shigella flexneri 2a 2457T,637000263,198215,57991,408,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,2a str. 2457T,Univ of Wisconsin,NIAID,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00130,Free living,zzz,zzz,"Singles, Pairs",Rod-shaped,"Food poisoning, Dysenteria, Gastroenteritis",Chemoorganotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Motile,zzz,Facultative,Facultative,Pathogen,"Medical, Human Pathogen",zzz,Nonsporulating,Mesophile,zzz,10556,1,zzz,2341332,0.51,3599276,4599327,4604,4397,95.5,207,22,8,7,zzz,7,zzz,98,87,342,7.43,1912,41.53,329,7.15,zzz,zzz,zzz,zzz,zzz,zzz,3028,65.77,1364,29.63,5,0.11,778,16.9,550,11.95,4371,94.94,1096,23.81,3487,266,1509,32.78,2888,62.73,4092,88.88,305,6.62,3457,75.09,1306,28.37,3954,85.88,1572,34.14,1953,717,2192,1380,4154,90.23,1222,26.54,700,15.2,1292,28.06,3105,67.44,2687,58.36,1710,37.14,827,17.96,3570,77.54,1227,26.65,454,9.86,314,6.82,4117,89.42,641,sfx,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
1,637000265,Bacteria,Finished,Shigella flexneri 5 8401,Shigella flexneri 5 8401,637000265,373384,58583,16375,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,5 str. 8401,"Microbial Genome Center, Beijing",Chinese Ministry of Public Health,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00410,Free living,zzz,zzz,"Pairs, Singles",Rod-shaped,"Dysenteria, Shigellosis, Food poisoning",Chemoorganotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Motile,zzz,Facultative,Facultative,Pathogen,"Biothreat, Medical, Human Pathogen",zzz,Nonsporulating,Mesophile,zzz,10276,1,zzz,2329122,0.51,3737340,4574284,4466,4271,95.63,195,22,8,7,zzz,7,zzz,97,76,360,8.06,2036,45.59,155,3.47,zzz,zzz,1,zzz,zzz,zzz,3016,67.53,1255,28.1,zzz,zzz,802,17.96,662,14.82,4264,95.48,1094,24.5,3412,279,750,16.79,3521,78.84,3449,77.23,822,18.41,3446,77.16,1298,29.06,3836,85.89,1576,35.29,1980,716,2164,1382,4018,89.97,1226,27.45,691,15.47,1288,28.84,2983,66.79,2704,60.55,1567,35.09,826,18.5,3445,77.14,1200,26.87,435,9.74,316,7.08,4166,93.28,572,sfv,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
1,637000264,Bacteria,Finished,Shigella flexneri 2a 301,Shigella flexneri 2a 301,637000264,198214,62907,310,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,2a str. 301,"Microbial Genome Center, Beijing",Chinese Ministry of Public Health,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00106,Free living,zzz,zzz,"Pairs, Singles",Rod-shaped,"Dysenteria, Shigellosis, Food poisoning",Chemoorganotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Motile,zzz,Facultative,Facultative,Pathogen,"Human Pathogen, Medical, Biothreat",zzz,Nonsporulating,Mesophile,zzz,10580,2,zzz,2446008,0.51,3902537,4828821,4865,4650,95.58,215,22,8,7,zzz,7,zzz,97,96,361,7.42,2047,42.08,207,4.25,zzz,zzz,zzz,zzz,zzz,zzz,3285,67.52,1358,27.91,7,0.14,797,16.38,734,15.09,4622,95.01,1319,27.11,3572,315,1575,32.37,3075,63.21,4361,89.64,289,5.94,3637,74.76,1311,26.95,4142,85.14,1598,32.85,1981,722,2226,1401,4347,89.35,1232,25.32,705,14.49,1320,27.13,3330,68.45,2673,54.94,1977,40.64,831,17.08,3819,78.5,1218,25.04,445,9.15,311,6.39,4501,92.52,644,sfl,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
0,637000135,Bacteria,Finished,Hyphomonas neptunium ATCC 15444,Hyphomonas neptunium ATCC 15444,637000135,228405,58433,15721,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,neptunium,ATCC 15444,"J. Craig Venter Institute, Univ of Georgia",NSF,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00428,Free living,zzz,zzz,Singles,Rod-shaped,None,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,zzz,zzz,Motile,zzz,Aerobe,Aerobe,"Budding, Non-Pathogen",Biotechnological,zzz,zzz,Mesophile,zzz,10258,1,zzz,2294530,0.62,3351957,3705021,3577,3520,98.41,57,3,1,1,zzz,1,zzz,43,11,255,7.13,1750,48.92,15,0.42,zzz,zzz,zzz,zzz,zzz,zzz,2520,70.45,939,26.25,61,1.71,908,25.38,666,18.62,3335,93.23,323,9.03,3016,139,278,7.77,3242,90.63,2110,58.99,1410,39.42,2648,74.03,1312,36.68,2785,77.86,1011,28.26,1586,725,1682,915,3040,84.99,955,26.7,405,11.32,1028,28.74,2492,69.67,1749,48.9,1771,49.51,711,19.88,2809,78.53,820,22.92,291,8.14,340,9.51,3538,98.91,191,hne,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True
1,646564533,Bacteria,Finished,Escherichia coli O55:H7 CB9615,Escherichia coli O55:H7 CB9615,646564533,701177,46655,42729,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,O55:H7 str. CB9615,Nankai University|Tianjin Biochip,zzz,2010-06-24,Yes,IMG/W 3.2,zzz,zzz,Gc01222,Free living,Gastrointestinal tract,zzz,"Singles, Pairs",Rod-shaped,Gastroenteritis,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Motile,zzz,Facultative,Facultative,Pathogen,"Comparative analysis, Biotechnological, Bioenergy",zzz,Nonsporulating,Mesophile,zzz,16330,2,2,2753606,0.51,4764257,5452353,5294,5121,96.73,173,22,8,7,zzz,7,zzz,100,51,451,8.52,2267,42.82,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,3766,71.14,1342,25.35,13,0.25,992,18.74,1150,21.72,5092,96.18,1199,22.65,4278,432,6,0.11,5115,96.62,3358,63.43,1763,33.3,3835,72.44,1458,27.54,4388,82.89,1849,34.93,2152,753,2425,1524,4615,87.17,1332,25.16,849,16.04,1470,27.77,3651,68.96,2935,55.44,2186,41.29,895,16.91,4226,79.83,767,14.49,208,3.93,229,4.33,5219,98.58,481,eok,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
1,648028025,Bacteria,Finished,Escherichia coli O26:H11 11368,Escherichia coli O26:H11 11368,648028025,573235,41021,32509,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,O26:H11 str. 11368,Univ of Tokyo,zzz,2010-10-29,Yes,IMG/W 3.3,zzz,zzz,Gc01130,Free living,Gastrointestinal tract,zzz,"Pairs, Singles",Rod-shaped,Hemorrhagic colitis,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Motile,zzz,Facultative,Facultative,zzz,"Comparative analysis, Medical",zzz,Nonsporulating,Mesophile,zzz,15910,5,2,2965764,0.51,4987026,5855531,5713,5519,96.6,194,22,8,7,zzz,7,zzz,101,71,453,7.93,2254,39.45,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,4176,73.1,1337,23.4,6,0.11,1773,31.03,1179,20.64,5481,95.94,1720,30.11,4291,558,5,0.09,5514,96.52,3426,59.97,2093,36.64,3988,69.81,1456,25.49,4752,83.18,1931,33.8,2159,753,2500,1546,4996,87.45,1333,23.33,848,14.84,1483,25.96,4036,70.65,2992,52.37,2527,44.23,902,15.79,4617,80.82,853,14.93,224,3.92,262,4.59,5574,97.57,574,eoj,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
