,16S rRNA Count,Biotic Relationships,Body Site,Body Subsite,Cell Arrangement,Cell Shape,Class,Diseases,Domain,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Energy Source,Family,GOLD ID,GenBank Project ID,Gene Count,Genome Name,Genome Size,Genus,IMG Pathwawy Count,IMG Pathway %,IMG Submission ID,Isolation,KEGG %,KEGG Count,KEGG Organism ID,MetaCyc %,MetaCyc Count,Metabolism,Motility,NCBI Taxon ID,Name,Order,Oxygen Requirement,Paralogs %,Paralogs Count,Phenotype,Phylum,Proposal Name,RefSeq Project ID,Salinity,Sequencing Center,Species,Specific Ecosystem,Sporulation,Status,Strain,Taxon Object ID,Taxonomy ID,Temperature Range
,6,Free living,Gastrointestinal tract,Intestinal tract,Singles,Rod-shaped,Bacteroidia,"Abscesses, Diarrhea",bacteria,,,,,Chemoorganotroph,Bacteroidaceae,Gc00260,46,4403,Bacteroides fragilis NCTC 9343,5241700,Bacteroides,296,6.72,,Free living,19.12,842,bfs,13.81,608,,,272559,Bacteroides fragilis NCTC 9343,Bacteroidales,Obligate anaerobe,18.56,817,Pathogen,Bacteroidetes,zzz,57639,,Sanger Institute,fragilis,,,Finished,NCTC 9343,637000024,637000024,Mesophile
,7,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,Bubonic plague,bacteria,,,,,Heterotroph,Enterobacteriaceae,Gc00178,10638,4462,Yersinia pestis bv Microtus 91001,4803217,Yersinia,405,9.08,,Free living,30.7,1370,ypm,17.17,766,,Motile,229193,Yersinia pestis biovar Microtus str. 91001,Enterobacteriales,Facultative,14.99,669,Pathogen,Proteobacteria,zzz,58037,,"Institute of Microbiology and Epidemiology, China",pestis,,Nonsporulating,Finished,"bv Microtus, 91001",637000354,637000354,Mesophile
,1,Free living,,,,Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Phototroph,Erythrobacteraceae,Gc00339,13480,3068,Erythrobacter litoralis HTCC2594,3052398,Erythrobacter,276,9,,Free living,27.18,834,eli,19.46,597,,Motile,314225,Erythrobacter litoralis HTCC2594,Sphingomonadales,Aerobe,11.21,344,,Proteobacteria,zzz,58299,,"J. Craig Venter Institute, Oregon State Univ",litoralis,,Nonsporulating,Finished,HTCC2594,637000103,637000103,Mesophile
,6,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,"Pneumonia, Nocosomial infection",bacteria,,,,,"Heterotroph, Chemoheterotroph",Moraxellaceae,Gc00732,28921,3813,Acinetobacter baumannii AYE,4048735,Acinetobacter,299,7.84,,Free living,28.35,1081,aby,19.33,737,Prototrophic,Nonmotile,509173,Acinetobacter baumannii AYE,Pseudomonadales,Aerobe,17.36,662,"Pathogen, MDR (Multi-drug resistant), Antibiotic resistant, MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant)",Proteobacteria,zzz,61637,,Genoscope,baumannii,,Nonsporulating,Finished,AYE,641522602,641522602,Mesophile
,5,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,"Nosocomial infection, Pneumonia",bacteria,,,,,"Heterotroph, Chemoheterotroph",Moraxellaceae,Gc00730,13001,3062,Acinetobacter baumannii SDF,3477996,Acinetobacter,272,8.88,,Free living,27.73,849,abm,19.27,590,,Nonmotile,509170,Acinetobacter baumannii SDF,Pseudomonadales,Aerobe,19.2,588,Pathogen,Proteobacteria,zzz,61601,,Genoscope,baumannii,,Nonsporulating,Finished,SDF,641522603,641522603,Mesophile
,4,Free living,Blood,,Singles,Rod-shaped,Gammaproteobacteria,"Endocarditis, Spondylodiscitis",bacteria,,,,,Heterotroph,Pseudomonadaceae,Gc00544,17457,4730,Pseudomonas mendocina ymp,5072807,Pseudomonas,388,8.2,,Free living,30.7,1452,pmy,18.69,884,PCP-degrading,Motile,399739,Pseudomonas mendocina ymp,Pseudomonadales,Aerobe,16.03,758,Pathogen,Proteobacteria,Pseudomonas mendocina ymp,58723,,DOE Joint Genome Institute,mendocina,,Nonsporulating,Finished,ymp,640427131,640427131,Mesophile
,6,Free living,Gastrointestinal tract,Intestinal tract,"Chains, Singles",Rod-shaped,Bacilli,"Food poisoning, Listeriosis",bacteria,,,,,Chemoorganotroph,Listeriaceae,Gc00899,29409,3059,Listeria monocytogenes HCC23,2976212,Listeria,242,7.91,,Free living,31.15,953,lmh,17.75,543,,Motile,552536,Listeria monocytogenes HCC23,Bacillales,Facultative,16.54,506,Pathogen,Firmicutes,zzz,59203,,Mississippi State Univ,monocytogenes,,Nonsporulating,Finished,HCC23,643348561,643348561,Mesophile
,7,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,Bubonic and Pneumonic plague,bacteria,,,,,Heterotroph,Enterobacteriaceae,Gc00538,16700,4359,Yersinia pestis Pestoides F,4725862,Yersinia,413,9.47,,Free living,31.64,1379,ypp,18.22,794,,Motile,386656,Yersinia pestis Pestoides F,Enterobacteriales,Facultative,14.75,643,Pathogen,Proteobacteria,zzz,58619,,DOE Joint Genome Institute,pestis,,Nonsporulating,Finished,Pestoides F,640427152,640427152,Mesophile
,5,Free living,,,,Rod-shaped,Bacilli,None,bacteria,,,,,Chemolithoautotroph,Alicyclobacillaceae,Gc01268,31345,3401,"Bacillus tusciae T2, DSM 2912",3384766,unclassified,201,5.91,,Free living,29.7,1010,bts,19.79,673,,Motile,562970,Bacillus tusciae DSM 2912,Bacillales,Aerobe,21.11,718,Acidophile,Firmicutes,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),48361,,"DOE Joint Genome Institute, DSMZ",tusciae,,Sporulating,Finished,DSM 2912,646564511,646564511,Thermophile
,7,Free living,Gastrointestinal tract,,Singles,Rod-shaped,Gammaproteobacteria,"Food poisoning, Gastroenteritis",bacteria,,,,,Heterotroph,Enterobacteriaceae,Gc00625,16070,4529,Yersinia pseudotuberculosis IP 31758,4935121,Yersinia,417,9.21,,Free living,30.74,1392,ypi,17.38,787,,Motile,349747,Yersinia pseudotuberculosis IP 31758,Enterobacteriales,Facultative,13.82,626,Pathogen,Proteobacteria,zzz,58487,,J. Craig Venter Institute,pseudotuberculosis,,Nonsporulating,Finished,IP 31758,640753060,640753060,Mesophile
,7,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,"Bubonic plague, Food poisoning, Gastroenteritis",bacteria,,,,,Heterotroph,Enterobacteriaceae,Gc00696,16067,4439,Yersinia pestis Angola,4687014,Yersinia,405,9.12,,Free living,29.67,1317,ypg,17.03,756,,Motile,349746,Yersinia pestis Angola,Enterobacteriales,Facultative,16.36,726,Pathogen,Proteobacteria,zzz,58485,,J. Craig Venter Institute,pestis,,Nonsporulating,Finished,Angola,641228512,641228512,Mesophile
,2,Free living,,,,Coccus-shaped,Cyanophyceae,None,bacteria,,,,,"Photoautotroph, Photosynthetic, Oligotroph",Synechococcaceae,Gc00313,13643,2761,Prochlorococcus sp. CC9605,2510659,Synechococcus,271,9.82,,Free living,30.39,839,syd,19.34,534,Carbon dioxide fixation,Motile,110662,Synechococcus sp. CC9605,Synechococcales,,9.78,270,,Cyanobacteria,Synechococcus,58319,,DOE Joint Genome Institute,sp.,,Nonsporulating,Finished,CC9605,637000310,637000310,Mesophile
,1,,,,,,Acidobacteria,,bacteria,,,,,,Acidobacteriaceae,,47621,4757,Acidobacterium sp. MP5ACTX9,5503984,Granulicella,205,4.31,,,21.21,1009,acm,13.92,662,,,696844,Acidobacterium sp. MP5ACTX9,Acidobacteriales,,5.11,243,,Acidobacteria,zzz,50551,,DOE Joint Genome Institute,sp.,,,Finished,MP5ACTX9,649633002,649633002,
,3,Free living,Bladder,,Singles,Rod-shaped,Actinobacteria,"Urinary tract infection, Cystitis, Pyelitis",bacteria,,,,,Chemoorganotroph,Corynebacteriaceae,Gc00755,29211,2084,Corynebacterium urealyticum DSM 7109,2369219,Corynebacterium,229,10.99,,Free living,31.86,664,cur,21.07,439,,,504474,Corynebacterium urealyticum DSM 7109,Actinomycetales,Anaerobe,7.92,165,"Lipophilic, Pathogen",Actinobacteria,zzz,61639,,Bielefeld Univ,urealyticum,,Nonsporulating,Finished,DSM 7109,641522620,641522620,Mesophile
,7,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,Bubonic and Pneumonic plague,bacteria,,,,,Heterotroph,Enterobacteriaceae,Gc00388,16645,4576,Yersinia pestis Antiqua,4879836,Yersinia,411,8.98,,Free living,30.77,1408,ypa,17.4,796,,Motile,360102,Yersinia pestis Antiqua,Enterobacteriales,Facultative,17.55,803,Pathogen,Proteobacteria,zzz,58607,,DOE Joint Genome Institute,pestis,,Nonsporulating,Finished,Antiqua,637000350,637000350,Mesophile
,3,Free living,,,Singles,Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Chemoorganotroph,Beijerinckiaceae,Gc00766,20841,3850,Beijerinckia indica indica ATCC 9039,4418616,Beijerinckia,237,6.16,,Free living,29.19,1124,bid,19.01,732,Nitrogen fixation,Nonmotile,395963,Beijerinckia indica subsp. indica ATCC 9039,Rhizobiales,Aerobe,15.74,606,Nonmethanotrophic,Proteobacteria,Obligate methanotrophy CSP_777358,59057,,DOE Joint Genome Institute,indica,,,Finished,subsp. indica ATCC 9039,641522606,641522606,Mesophile
,3,Free living,,,,Rod-shaped,Betaproteobacteria,Nosocomial infection,bacteria,,,,,Heterotroph,Burkholderiaceae,Gc00794,17631,5092,Ralstonia pickettii 12J,5325729,Ralstonia,405,7.95,,Free living,29.18,1486,rpi,18.4,937,,Motile,402626,Ralstonia pickettii 12J,Burkholderiales,Aerobe,21.72,1106,Pathogen,Proteobacteria,zzz,58737,,DOE Joint Genome Institute,pickettii,,,Finished,12J,642555151,642555151,Mesophile
,2,Free living,,,Singles,Coccus-shaped,Cyanophyceae,None,bacteria,,,,,"Phototroph, Autotroph",Cyanobacteriaceae,Gc00933,28337,5481,Cyanothece sp. PCC 7425,5786110,Cyanothece,291,5.31,,Free living,21.27,1166,cyn,13.34,731,Nitrogen fixation,Nonmotile,395961,Cyanothece sp. PCC 7425,Chroococcales,Anaerobe,23.5,1288,,Cyanobacteria,Cyanothece Sequencing CSP_777088,59435,,DOE Joint Genome Institute,sp.,,,Finished,PCC 7425,643348534,643348534,Mesophile
,2,Free living,,,,Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Methylotroph,Beijerinckiaceae,Gc00900,20635,3971,"Methylocella silvestris BL2, DSM 15510",4305430,Methylocella,218,5.49,,Free living,29.51,1172,msl,19.01,755,Methane oxidation,Nonmotile,395965,Methylocella silvestris BL2,Rhizobiales,Aerobe,13.35,530,Acidophile,Proteobacteria,Obligate methanotrophy CSP_777358,59433,,DOE Joint Genome Institute,silvestris,,,Finished,BL2,643348565,643348565,Psychrotolerant
,2,,,,,,Methanomicrobia,None,archaea,,,,,"Autotroph, Lithotroph",Methanosarcinaceae,Gc01304,37945,2437,"Methanohalobium evestigatum Z-7303, DSM 3721",2406232,Methanohalobium,201,8.25,,,24.74,603,mev,15.35,374,Methanogen,,644295,Methanohalobium evestigatum Z-7303,Methanosarcinales,Anaerobe,21.79,531,,Euryarchaeota,Comparative genomics of the Archaea,49857,Halophile,DOE Joint Genome Institute,evestigatum,,,Finished,Z-7303,648028039,648028039,Thermophile
,4,Free living,,,,Spiral-shaped,Alphaproteobacteria,None,bacteria,,,,,"Lithotroph, Photoheterotroph, Photosynthetic",Rhodospirillaceae,Gc00877,18307,4065,Rhodocista centenaria SW,4355548,Rhodocista,280,6.89,,Free living,28.59,1162,rce,18.13,737,,Motile,414684,Rhodospirillum centenum SW,Rhodospirillales,Facultative,12.32,501,,Proteobacteria,zzz,58805,,"Arizona State Univ, TGen",centenum,,,Finished,SW,643348571,643348571,Mesophile
,3,Free living,,,,Coccus-shaped,Methanomicrobia,None,archaea,,,,,Methylotroph,Methanosarcinaceae,Gc01255,30711,2095,"Methanohalophilus mahii SLP, DSM 5219",2012424,Methanohalophilus,211,10.07,,Free living,31.31,656,mmh,19.76,414,Methanogen,Nonmotile,547558,Methanohalophilus mahii DSM 5219,Methanosarcinales,Anaerobe,12.65,265,,Euryarchaeota,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),47313,Halophile,"DOE Joint Genome Institute, DSMZ",mahii,,,Finished,DSM 5219,646564550,646564550,Mesophile
,2,,,,,,Actinobacteria,,bacteria,,,,,,Intrasporangiaceae,,43527,3710,Intrasporangium calvum DSM 43043,4024382,Intrasporangium,245,6.6,,,28.52,1058,ica,19,705,,,710696,Intrasporangium calvum DSM 43043,Actinomycetales,,1.89,70,,Actinobacteria,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),61729,,"DOE Joint Genome Institute, DSMZ",calvum,,,Finished,DSM 43043,649633057,649633057,
,5,Free living,,,,,Actinobacteria,None,bacteria,,,,,Chemoorganotroph,Actinosynnemataceae,Gc01024,19705,7176,"Actinosynnema mirum 101, DSM 43827",8248144,Actinosynnema,378,5.27,,Free living,20.58,1477,ami,13.04,936,Nocardicin A producer,Nonmotile,446462,Actinosynnema mirum DSM 43827,Actinomycetales,Aerobe,19.54,1402,,Actinobacteria,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),58951,,"DOE Joint Genome Institute, DSMZ",mirum,,Sporulating,Finished,"101, DSM 43827",644736323,644736323,Mesophile
,8,Free living,,,"Pairs, Singles",Rod-shaped,Clostridia,None,bacteria,,,,,Chemoorganotroph,Clostridiaceae,Gc00929,17419,3575,Clostridium cellulolyticum H10,4068724,Clostridium,261,7.3,,Free living,24.73,884,cce,14.77,528,Cellulose degrader,Motile,394503,Clostridium cellulolyticum H10,Clostridiales,Anaerobe,18.57,664,,Firmicutes,zzz,58709,,DOE Joint Genome Institute,cellulolyticum,,Sporulating,Finished,H10,643348528,643348528,Mesophile
,2,Free living,,,,Coccus-shaped,Cyanophyceae,None,bacteria,,,,,"Photoautotroph, Photosynthetic",Synechococcaceae,Gc00746,28247,3237,Synechococcus sp. PCC 7002,3409935,Synechococcus,266,8.22,,Free living,29.01,939,syp,17.58,569,,Motile,32049,Synechococcus sp. PCC 7002,Synechococcales,Facultative,11.49,372,,Cyanobacteria,zzz,59137,,"Beijing Univ, Penn State Univ",sp.,,,Finished,PCC 7002,641522654,641522654,Mesophile
,4,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,Nosocomial infection,bacteria,,,,,Heterotroph,Pseudomonadaceae,Gc00037,331,5671,Pseudomonas aeruginosa PAO1,6264404,Pseudomonas,447,7.88,,Free living,29.31,1662,pae,18.43,1045,,Motile,208964,Pseudomonas aeruginosa PAO1,Pseudomonadales,Aerobe,20.7,1174,"Polar flagella, Pathogen",Proteobacteria,zzz,57945,,"Chiron Corp., Univ of Washington- Seattle",aeruginosa,,Nonsporulating,Finished,PAO1,637000218,637000218,Mesophile
,4,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,"Nocosomial infection, Opportunistic infection",bacteria,,,,,Heterotroph,Pseudomonadaceae,Gc00432,386,5994,Pseudomonas aeruginosa UCBPP-PA14,6537648,Pseudomonas,441,7.36,,Free living,27.91,1673,pau,17.38,1042,,Motile,208963,Pseudomonas aeruginosa UCBPP-PA14,Pseudomonadales,Aerobe,19.9,1193,Pathogen,Proteobacteria,zzz,57977,,HPGC,aeruginosa,,Nonsporulating,Finished,UCBPP-PA14,639279310,639279310,Mesophile
,2,Free living,,,,Rod-shaped,Betaproteobacteria,,bacteria,,,,,Methylotroph,Methylophilaceae,Gc01057,33241,2976,Methylovorus sp. SIP3-4,3082007,Methylovorus,235,7.9,,Free living,30.04,894,mei,18.68,556,,Motile,582744,Methylovorus glucosetrophus SIP3-4,Methylophilales,Aerobe,10.18,303,,Proteobacteria,CSP_300136_795817,59367,,DOE Joint Genome Institute,sp.,,Nonsporulating,Finished,SIP3-4,644736389,644736389,Mesophile
,1,Free living,,,Singles,Rod-shaped,Actinobacteria,Bovine tuberculosis,bacteria,,,,,Chemoorganotroph,Mycobacteriaceae,Gc00489,18059,4048,Mycobacterium bovis BCG Pasteur 1173P2,4374522,Mycobacterium,304,7.51,,Free living,27.35,1107,mbb,18.85,763,,Nonmotile,410289,Mycobacterium bovis BCG str. Pasteur 1173P2,Actinomycetales,Aerobe,20.5,830,Pathogen,Actinobacteria,zzz,58781,,Institut Pasteur,bovis,,Nonsporulating,Finished,BCG str. Pasteur 1173P2,639633040,639633040,Mesophile
,8,Free living,,,,Rod-shaped,Bacilli,None,bacteria,,,,,Chemoorganotroph,Bacillaceae,Gc01126,30537,3718,Geobacillus sp. Y412MC61,3667901,Geobacillus,164,4.41,,Free living,29.99,1115,gyc,18.77,698,,Motile,544556,Geobacillus sp. Y412MC61,Bacillales,Facultative,18.1,673,,Firmicutes,Obsidian Hot Spring Microbial Community Genomics,41171,,DOE Joint Genome Institute,sp.,,Sporulating,Finished,Y412MC61,646311930,646311930,Thermophile
,5,Free living,,,,Rod-shaped,Betaproteobacteria,None,bacteria,,,,,"Chemoautotroph, Heterotroph",Burkholderiaceae,Gc00414,13603,6718,Ralstonia eutropha H16,7416678,Cupriavidus,494,7.35,,Free living,31.87,2141,reh,21.03,1413,Hydrogen oxidizer,Motile,381666,Ralstonia eutropha H16,Burkholderiales,Aerobe,30.26,2033,,Proteobacteria,zzz,62925,,"Georg-August-Univ Goettingen, Humboldt Univ, Berlin, Univ of Munster",eutropha,,,Finished,H16,640427136,640427136,Mesophile
,10,Free living,,,"Pairs, Singles",Rod-shaped,Gammaproteobacteria,None,bacteria,,,,,Heterotroph,Shewanellaceae,Gc00720,20241,4462,Shewanella halifaxensis HAW-EB4,5226917,Shewanella,331,7.42,,Free living,27.23,1215,shl,18.22,813,Denitrifying,Motile,458817,Shewanella halifaxensis HAW-EB4,Alteromonadales,Facultative,14.86,663,,Proteobacteria,zzz,59007,,DOE Joint Genome Institute,halifaxensis,,Nonsporulating,Finished,HAW-EB4,641522648,641522648,Psychrophile
,5,Free living,,,"Chains, Singles",Rod-shaped,Bacilli,"Listeriosis, Food poisoning",bacteria,,,,,Chemoorganotroph,Listeriaceae,Gc01193,36361,3161,Listeria monocytogenes 08-5578,3109342,Listeria,208,6.58,,Free living,30.65,969,lmn,17.53,554,,Motile,653938,Listeria monocytogenes 08-5578,Bacillales,Facultative,17.59,556,Pathogen,Firmicutes,zzz,43671,,National Microbiology Laboratory,monocytogenes,,Nonsporulating,Finished,08-5578,646311941,646311941,Mesophile
,2,Free living,,,"Singles, Pairs",Coccus-shaped,Methanococci,None,archaea,,,,,Lithotroph,Methanococcaceae,Gc01340,20131,1768,Methanococcus voltae A3,1936387,Methanococcus,89,5.03,,Free living,31.05,549,mvo,19.57,346,Methanogen,Motile,456320,Methanococcus voltae A3,Methanococcales,Anaerobe,14.88,263,,Euryarchaeota,5 mesophilic methanococci Proposal # 0179-051115,49529,,DOE Joint Genome Institute,voltae,,Nonsporulating,Finished,A3,646564549,646564549,Mesophile
,2,Free living,,,,,Gammaproteobacteria,None,bacteria,,,,,"Chemolithotroph, Chemoautotroph",Ectothiorhodospiraceae,Gc00422,15763,2947,Alkalilimnicola ehrlichei MLHE-1,3275944,Alkalilimnicola,292,9.91,,Free living,33.93,1000,aeh,21.99,648,Arsenite oxidizer,,187272,Alkalilimnicola ehrlichii MLHE-1,Chromatiales,Anaerobe,9.87,291,"Arsenic metabolizer, Non-Pathogen",Proteobacteria,zzz,58467,,DOE Joint Genome Institute,ehrlichei,,,Finished,MLHE-1,637000005,637000005,Mesophile
,3,Free living,,,,Rod-shaped,Gammaproteobacteria,None,bacteria,,,,,Oligotroph,Alcanivoracaceae,Gc00411,13005,2817,Alcanivorax borkumensis SK2,3120143,Alcanivorax,298,10.58,,Free living,34.04,959,abo,23.75,669,Hydrocarbon degrading,Nonmotile,393595,Alcanivorax borkumensis SK2,Oceanospirillales,Aerobe,6.99,197,Non-Pathogen,Proteobacteria,zzz,58169,Halophile,Bielefeld Univ,borkumensis,,,Finished,SK2,637000004,637000004,Mesophile
,7,Free living,,,"Singles, Pairs",Rod-shaped,Gammaproteobacteria,"Food poisoning, Salmonellosis, Gastroenteritis",bacteria,,,,,Chemoorganotroph,Enterobacteriaceae,Gc00067,241,4781,Salmonella enterica enterica sv Typhimurium LT2 LT2,4951371,Salmonella,522,10.92,,Free living,31.71,1516,stm,19.56,935,,Motile,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Enterobacteriales,Facultative,18.97,907,Pathogen,Proteobacteria,zzz,57799,,Washington Univ,typhimurium,,Nonsporulating,Finished,LT2,637000255,637000255,Mesophile
,5,,,,,,Flavobacteria,,bacteria,,,,,,Flavobacteriaceae,,50581,2125,Weeksella virosa DSM 16922,2272954,Weeksella,73,3.44,,,27.01,574,wvi,18.78,399,,,865938,Weeksella virosa DSM 16922,Flavobacteriales,,0.42,9,,Bacteroidetes,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),,,"DOE Joint Genome Institute, DSMZ",virosa,,,Finished,DSM 16922,650377986,650377986,
,7,Free living,,,"Pairs, Singles",Rod-shaped,Gammaproteobacteria,"Food poisoning, Gastroenteritis, Paratyphoid fever, Salmonellosis",bacteria,,,,,Chemoorganotroph,Enterobacteriaceae,Gc00964,20993,4743,Salmonella enterica Paratyphi C RKS4594,4888494,Salmonella,223,4.7,,Free living,30.85,1463,sei,19,901,,Motile,476213,Salmonella enterica subsp. enterica serovar Paratyphi C strain RKS4594,Enterobacteriales,Facultative,16.23,770,Pathogen,Proteobacteria,zzz,59063,,Peking Univ,enterica subsp. enterica serovar Paratyphi C,,Nonsporulating,Finished,strain RKS4594,643692035,643692035,Mesophile
,2,Free living,,,Singles,Coccus-shaped,Cyanophyceae,None,bacteria,,,,,"Photosynthetic, Photoautotroph",Synechococcaceae,Gc00344,16252,2947,Synechococcus sp. JA-2-3B,3046680,Synechococcus,276,9.37,,Free living,30.47,898,cyb,17.98,530,,Motile,321332,Synechococcus sp. JA-2-3B'a(2-13),Synechococcales,Facultative,12.52,369,,Cyanobacteria,zzz,58537,,J. Craig Venter Institute,sp.,,,Finished,JA-2-3Ba(2-13),637000312,637000312,Thermophile
,9,,,,,,Gammaproteobacteria,,bacteria,,,,,,Vibrionaceae,,59881,4701,Vibrio vulnificus MO6-24/O,5007768,Vibrio,410,8.72,,,28.29,1330,vvm,16.12,758,,,914127,Vibrio vulnificus MO6-24/O,Vibrionales,,2.55,120,,Proteobacteria,zzz,62243,,Seoul National Univ,vulnificus,,,Finished,MO6-24/O,649633107,649633107,
,2,Free living,,,,,Gammaproteobacteria,None,bacteria,,,,,"Chemolithotroph, Autotroph",Chromatiaceae,Gc01319,40331,3245,Nitrosococcus watsoni C-113,3373286,Nitrosococcus,215,6.63,,Free living,27.92,906,nwa,19.29,626,"Ammonia-oxidizer, Nitrifying",Motile,105559,Nitrosococcus watsonii C-113,Chromatiales,Aerobe,11.37,369,Carbon sequestration,Proteobacteria,WFO-LLNL proposal,50331,,DOE Joint Genome Institute,watsoni,,,Finished,C-113,648028046,648028046,Mesophile
,5,Free living,,,"Pairs, Singles",Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Methylotroph,Methylobacteriaceae,Gc01036,20,6294,Methylobacterium extorquens AM1,6879778,Methylobacterium,86,1.37,,Free living,20.92,1317,mea,12.93,814,,Motile,272630,Methylobacterium extorquens AM1,Rhizobiales,Aerobe,18.8,1183,,Proteobacteria,zzz,57605,,Univ of Washington,extorquens,,Nonsporulating,Finished,AM1,644736386,644736386,Mesophile
,1,Free living,,,Singles,Rod-shaped,Actinobacteria,"Leprosy, Hanson's disease",bacteria,,,,,Chemoorganotroph,Mycobacteriaceae,Gc00045,90,2750,Mycobacterium leprae TN,3268203,Mycobacterium,240,8.73,,Free living,24.69,679,mle,17.82,490,,Nonmotile,272631,Mycobacterium leprae TN,Actinomycetales,Aerobe,4.29,118,Pathogen,Actinobacteria,zzz,57697,,"Institut Pasteur, Sanger Institute",leprae,,Nonsporulating,Finished,TN,637000170,637000170,Mesophile
,2,Free living,,,"Pairs, Singles",Rod-shaped,Thermobaculae,None,bacteria,,,,,Heterotroph,Thermobaculaceae,Gc01150,29523,2933,Thermobaculum terrenum ATCC BAA-798,3101581,Thermobaculum,216,7.36,,Free living,28.67,841,ttr,18.31,537,,Nonmotile,525904,Thermobaculum terrenum ATCC BAA-798,Thermobaculales,Obligate aerobe,15.04,441,,Chloroflexi,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),42011,,DOE Joint Genome Institute,terrenum,,Nonsporulating,Finished,ATCC BAA-798,646311962,646311962,Thermophile
,2,Free living,,,,Rod-shaped,Actinobacteria,None,bacteria,,,,,Autotroph,Acidimicrobiaceae,Gc01023,29525,2092,"Acidimicrobium ferrooxidans ICP, DSM 10331",2158157,Acidimicrobium,236,11.28,,Free living,36.28,759,afo,23.42,490,Iron oxidizer,Motile,525909,Acidimicrobium ferrooxidans DSM 10331,Acidimicrobiales,Aerobe,9.32,195,Acidophile,Actinobacteria,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),59215,,"DOE Joint Genome Institute, DSMZ",ferrooxidans,,Nonsporulating,Finished,"ICP, DSM 10331",644736322,644736322,Thermophile
,5,Free living,,,"Singles, Pairs",Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Methylotroph,Methylobacteriaceae,Gc00701,18637,4939,Methylobacterium extorquens PA1,5471154,Methylobacterium,240,4.86,,Free living,25.47,1258,mex,16.02,791,,Motile,419610,Methylobacterium extorquens PA1,Rhizobiales,Facultative,19.28,952,,Proteobacteria,LGT in Methylobacteria Proposal # 0165-051130,58821,,DOE Joint Genome Institute,extorquens,,Nonsporulating,Finished,PA1,641228497,641228497,Mesophile
,6,Free living,,,"Singles, Pairs",Rod-shaped,Clostridia,None,bacteria,,,,,Chemoorganotroph,Clostridiaceae,Gc01363,42097,4388,"Clostridium saccharolyticum WM1, DSM 2544",4662871,Clostridium,136,3.1,,Free living,23.91,1049,csh,12.9,566,"Ethanol production, Cellulose degrader",Motile,610130,Clostridium saccharolyticum WM1,Clostridiales,Anaerobe,20.19,886,,Firmicutes,zzz,51419,,DOE Joint Genome Institute,saccharolyticum,,Sporulating,Finished,WM1,648028018,648028018,Mesophile
,7,Free living,,,"Pairs, Singles",Rod-shaped,Gammaproteobacteria,"Dysenteria, Food poisoning",bacteria,,,,,Chemoorganotroph,Enterobacteriaceae,Gc00323,13151,4841,Shigella sonnei Ss046,5055316,Shigella,396,8.18,,Free living,28.51,1380,ssn,17.54,849,,Motile,300269,Shigella sonnei Ss046,Enterobacteriales,Facultative,27.06,1310,Pathogen,Proteobacteria,zzz,58217,,Microbial Genome Center of ChMPH,sonnei,,Nonsporulating,Finished,Ss046,640427143,640427143,Mesophile
,7,Free living,,,"Singles, Pairs",Rod-shaped,Gammaproteobacteria,"Food poisoning, Dysenteria",bacteria,,,,,Chemoorganotroph,Enterobacteriaceae,Gc00322,13146,4640,Shigella boydii Sb227,4646520,Shigella,384,8.28,,Free living,27.72,1286,sbo,17.24,800,,Motile,300268,Shigella boydii Sb227,Enterobacteriales,Facultative,27.28,1266,Pathogen,Proteobacteria,zzz,58215,,Microbial Genome Center of ChMPH,boydii,,Nonsporulating,Finished,Sb227,637000261,637000261,Mesophile
